telemetry_id,satellite_id,timestamp,temperature_c,power_usage_w,signal_strength_dbm,data_rate_mbps,storage_utilization_pct,voltage_v,solar_flux_w_m2,operational_status,is_anomaly,year
TLM-0017733,SAT-0027473,1994-10-02,20.3,2279.2,-106.0,880.9,70.8,28.47,1416.2,Retired,False,1994
TLM-0017734,SAT-0039148,2004-01-20,36.1,728.6,-76.1,1143.0,66.9,27.88,1355.2,Retired,False,2004
TLM-0017735,SAT-0038648,1998-03-01,17.6,1459.6,-76.9,890.5,29.9,27.97,1397.5,Nominal,False,1998
TLM-0017736,SAT-0047246,2021-07-05,25.8,1037.0,-73.9,641.0,76.7,28.23,1297.9,Nominal,False,2021
TLM-0017737,SAT-0041877,1991-06-15,43.8,1371.1,-82.0,376.3,48.5,27.98,1285.6,Partially Operational,False,1991
TLM-0017738,SAT-0062429,1978-02-24,29.8,1234.1,-67.9,90.4,46.2,28.01,1314.6,Nominal,False,1978
TLM-0017739,SAT-0079661,2006-12-19,30.9,1318.7,-106.6,1021.7,55.6,28.08,1419.4,Retired,False,2006
TLM-0017740,SAT-0038050,2010-04-20,44.3,1119.4,-72.4,760.8,64.5,27.96,1289.8,Nominal,False,2010
TLM-0017741,SAT-0005136,1988-01-22,39.7,1781.0,-74.9,502.2,67.0,27.81,1396.0,Nominal,False,1988
TLM-0017742,SAT-0059496,2022-05-12,23.2,2366.3,-92.0,1040.0,68.5,28.26,1407.1,Failed,False,2022
TLM-0017743,SAT-0082909,1999-10-27,26.4,1265.8,-83.2,524.5,43.7,27.82,1406.0,Nominal,False,1999
TLM-0017744,SAT-0081228,2007-04-07,32.7,560.5,-90.7,832.7,31.4,28.32,1385.6,Nominal,False,2007
TLM-0017745,SAT-0032818,2020-08-07,39.9,1151.0,-75.4,248.8,81.4,28.21,1387.0,Nominal,False,2020
TLM-0017746,SAT-0070984,1981-07-27,29.4,1981.7,-97.2,56.2,34.3,28.6,1306.5,Nominal,False,1981
TLM-0017747,SAT-0009070,2017-02-09,16.9,449.1,-107.9,659.2,78.1,28.11,1333.3,Retired,False,2017
TLM-0017748,SAT-0019461,1972-12-16,40.7,1628.3,-104.4,833.2,36.0,28.21,1339.2,Nominal,False,1972
TLM-0017749,SAT-0042912,2004-06-04,38.8,1236.9,-94.1,384.5,55.8,28.33,1291.7,Nominal,False,2004
TLM-0017750,SAT-0066872,2019-07-08,31.4,537.4,-109.0,1094.8,72.0,28.36,1357.0,Nominal,False,2019
TLM-0017751,SAT-0082740,1997-06-19,23.3,601.4,-98.6,650.9,46.9,28.5,1332.1,Failed,False,1997
TLM-0017752,SAT-0016225,1995-02-10,29.1,534.5,-106.8,241.3,20.6,28.01,1376.8,Retired,False,1995
TLM-0017753,SAT-0017846,1994-11-03,41.2,1190.1,-99.3,1062.1,82.9,28.31,1285.0,Retired,False,1994
TLM-0017754,SAT-0046279,1999-12-13,72.1,3764.0,-101.7,623.8,49.4,24.45,1321.5,Anomaly,True,1999
TLM-0017755,SAT-0050515,2008-10-24,15.9,1008.2,-75.0,1086.6,28.8,27.98,1352.8,Retired,False,2008
TLM-0017756,SAT-0003230,1986-01-28,36.6,902.2,-104.2,333.7,37.6,27.81,1415.1,Nominal,False,1986
TLM-0017757,SAT-0021129,2000-12-15,37.2,1483.5,-103.4,1090.2,43.7,28.25,1385.6,Failed,False,2000
TLM-0017758,SAT-0051418,1989-07-05,30.0,1315.0,-73.9,338.6,53.1,28.52,1413.5,Retired,False,1989
TLM-0017759,SAT-0026369,1994-06-19,34.7,2338.6,-101.5,600.2,73.9,28.24,1300.2,Nominal,False,1994
TLM-0017760,SAT-0079643,1976-07-20,26.6,2146.3,-73.9,764.1,61.9,28.4,1324.8,Nominal,False,1976
TLM-0017761,SAT-0086604,1980-09-12,15.0,451.1,-99.7,1056.8,27.7,27.97,1395.5,Retired,False,1980
TLM-0017762,SAT-0055596,2021-04-04,39.9,976.8,-74.0,644.5,53.5,28.1,1285.6,Nominal,False,2021
TLM-0017763,SAT-0030196,1987-10-15,38.7,1905.8,-105.1,917.4,28.0,28.33,1322.8,Nominal,False,1987
TLM-0017764,SAT-0070883,1987-06-08,15.9,2123.8,-100.1,674.6,47.0,28.26,1325.4,Nominal,False,1987
TLM-0017765,SAT-0014520,2008-04-17,31.7,562.1,-83.3,1008.7,62.2,27.85,1339.5,Retired,False,2008
TLM-0017766,SAT-0069005,2015-02-21,37.6,2039.0,-72.9,247.5,61.5,28.28,1384.7,Nominal,False,2015
TLM-0017767,SAT-0018112,1967-12-18,15.9,2031.3,-91.5,109.7,29.7,28.24,1411.4,Nominal,False,1967
TLM-0017768,SAT-0039647,1990-10-24,24.9,1177.0,-73.3,795.3,53.8,28.1,1321.5,Nominal,False,1990
TLM-0017769,SAT-0046484,2007-10-25,25.8,1464.1,-101.2,479.3,74.8,28.29,1377.9,Nominal,False,2007
TLM-0017770,SAT-0080619,2008-05-06,27.9,1656.1,-91.3,218.9,49.8,28.28,1382.5,Nominal,False,2008
TLM-0017771,SAT-0019218,2024-05-13,37.9,1850.1,-77.6,1054.4,33.2,28.29,1297.7,Nominal,False,2024
TLM-0017772,SAT-0070365,2016-10-22,41.6,681.2,-71.9,446.6,51.1,28.01,1396.3,Retired,False,2016
TLM-0017773,SAT-0025723,2020-09-15,22.7,1554.5,-95.6,622.4,27.5,27.84,1369.7,Nominal,False,2020
TLM-0017774,SAT-0003447,2017-06-02,15.8,2104.4,-75.8,1215.7,57.3,28.14,1370.7,Nominal,False,2017
TLM-0017775,SAT-0059398,1975-11-25,18.8,2145.9,-72.8,126.6,79.3,28.51,1298.4,Partially Operational,False,1975
TLM-0017776,SAT-0013925,1999-01-18,44.5,2206.6,-90.8,1046.4,27.2,28.21,1315.9,Nominal,False,1999
TLM-0017777,SAT-0061344,2016-07-28,33.3,1207.1,-109.2,773.5,40.6,28.35,1387.1,Nominal,False,2016
TLM-0017778,SAT-0050976,2007-10-12,31.7,1896.7,-89.6,1088.1,23.6,28.44,1285.6,Partially Operational,False,2007
TLM-0017779,SAT-0029500,2013-02-18,17.8,658.1,-68.2,256.1,47.5,27.98,1283.3,Nominal,False,2013
TLM-0017780,SAT-0060738,2023-02-25,43.4,648.1,-97.5,199.0,21.9,27.92,1412.4,Retired,False,2023
TLM-0017781,SAT-0022075,2008-03-18,16.1,1872.6,-80.1,1235.2,22.2,28.41,1361.9,Nominal,False,2008
TLM-0017782,SAT-0007984,2001-01-04,25.9,2264.3,-68.5,296.1,60.3,27.99,1318.8,Nominal,False,2001
TLM-0017783,SAT-0010775,2007-07-22,44.6,1844.3,-65.2,590.7,31.3,28.35,1418.0,Nominal,False,2007
TLM-0017784,SAT-0078693,2014-10-05,36.3,2154.1,-80.2,406.4,71.7,28.09,1329.7,Failed,False,2014
TLM-0017785,SAT-0071332,1968-02-28,20.1,1591.3,-97.1,1099.7,47.9,28.47,1284.7,Nominal,False,1968
TLM-0017786,SAT-0075015,1996-11-14,32.0,1778.7,-94.1,168.8,41.1,28.32,1311.8,Retired,False,1996
TLM-0017787,SAT-0045976,1980-03-05,21.1,1488.1,-100.4,1060.0,26.9,27.94,1348.3,Nominal,False,1980
TLM-0017788,SAT-0017729,2017-10-17,26.7,1159.9,-108.0,702.4,30.6,27.94,1342.7,Nominal,False,2017
TLM-0017789,SAT-0054993,1989-02-17,26.5,1447.8,-94.7,693.9,48.0,27.93,1361.2,Failed,False,1989
TLM-0017790,SAT-0063621,1998-08-22,18.6,2157.6,-92.0,805.2,67.1,28.38,1307.0,Nominal,False,1998
TLM-0017791,SAT-0046696,2011-06-27,43.4,2181.8,-69.3,599.8,78.0,28.25,1355.8,Nominal,False,2011
TLM-0017792,SAT-0007189,1982-05-20,19.6,1571.1,-81.6,927.8,52.8,27.98,1321.7,Nominal,False,1982
TLM-0017793,SAT-0078779,2007-07-06,38.0,811.1,-102.6,838.2,59.0,28.13,1364.3,Failed,False,2007
TLM-0017794,SAT-0015291,2015-09-23,36.1,1352.4,-101.8,751.5,63.6,28.48,1353.0,Retired,False,2015
TLM-0017795,SAT-0052516,2021-03-18,25.7,1356.5,-107.4,368.4,55.9,28.23,1391.7,Nominal,False,2021
TLM-0017796,SAT-0009830,2023-04-02,22.2,1836.0,-108.4,327.7,59.9,28.53,1377.3,Nominal,False,2023
TLM-0017797,SAT-0007605,2024-08-25,36.2,1121.9,-66.2,652.9,26.4,28.4,1294.8,Nominal,False,2024
TLM-0017798,SAT-0081701,2000-02-18,38.6,1725.2,-99.7,648.1,34.6,28.21,1324.8,Partially Operational,False,2000
TLM-0017799,SAT-0082835,1989-05-22,33.3,1268.6,-91.8,771.3,62.2,28.31,1354.2,Nominal,False,1989
TLM-0017800,SAT-0025803,1989-05-23,31.6,1196.1,-85.0,272.3,36.9,28.11,1351.6,Failed,False,1989
TLM-0017801,SAT-0024714,1972-12-21,32.5,2261.6,-100.4,1161.5,62.3,28.45,1303.6,Nominal,False,1972
TLM-0017802,SAT-0015873,2018-01-27,32.6,1165.5,-96.6,60.8,34.3,28.24,1288.2,Retired,False,2018
TLM-0017803,SAT-0026222,2008-05-01,34.4,1398.5,-86.9,96.6,79.0,28.37,1305.5,Nominal,False,2008
TLM-0017804,SAT-0023452,2024-05-13,23.8,436.3,-68.8,1039.4,65.7,28.12,1344.4,Retired,False,2024
TLM-0017805,SAT-0056133,2016-08-02,28.9,2057.0,-73.1,690.5,31.8,28.02,1332.4,Retired,False,2016
TLM-0017806,SAT-0071106,1995-08-04,30.0,654.6,-80.4,325.0,68.7,28.13,1285.5,Failed,False,1995
TLM-0017807,SAT-0058727,1985-09-25,42.8,1474.6,-67.4,1244.3,60.9,28.27,1384.5,Nominal,False,1985
TLM-0017808,SAT-0007202,2010-02-18,15.5,1114.0,-93.6,650.1,54.8,28.42,1299.5,Retired,False,2010
TLM-0017809,SAT-0056683,2007-05-25,40.9,728.3,-97.0,661.9,55.4,28.02,1395.2,Nominal,False,2007
TLM-0017810,SAT-0020712,2007-11-03,37.2,892.7,-98.2,644.6,59.9,28.13,1328.4,Nominal,False,2007
TLM-0017811,SAT-0081994,1980-05-01,40.8,1250.1,-83.9,1038.0,66.5,28.13,1326.8,Failed,False,1980
TLM-0017812,SAT-0075554,1984-08-01,28.9,1018.5,-66.7,1206.4,80.9,28.07,1416.4,Nominal,False,1984
TLM-0017813,SAT-0029538,2016-02-19,29.6,659.4,-102.2,70.7,36.2,27.87,1312.5,Retired,False,2016
TLM-0017814,SAT-0020765,2011-01-23,37.7,2309.2,-72.3,1212.1,61.0,28.01,1384.7,Nominal,False,2011
TLM-0017815,SAT-0027714,2011-03-19,44.3,951.3,-66.7,61.0,35.1,28.28,1350.1,Partially Operational,False,2011
TLM-0017816,SAT-0044123,2017-03-28,43.1,1850.7,-103.2,1153.0,49.5,28.09,1306.7,Nominal,False,2017
TLM-0017817,SAT-0041605,2020-05-21,40.1,747.2,-88.5,872.1,30.4,28.28,1312.4,Retired,False,2020
TLM-0017818,SAT-0084202,2021-06-23,31.1,2235.4,-103.8,480.9,47.3,28.07,1360.7,Partially Operational,False,2021
TLM-0017819,SAT-0078426,2008-06-16,43.1,2077.5,-79.3,761.6,31.0,27.86,1301.6,Nominal,False,2008
TLM-0017820,SAT-0071958,1987-12-18,40.2,1370.4,-79.4,1180.4,84.4,28.0,1325.4,Retired,False,1987
TLM-0017821,SAT-0084705,2015-01-10,28.6,1629.9,-87.5,436.7,36.1,27.88,1365.5,Retired,False,2015
TLM-0017822,SAT-0031310,1994-05-08,20.2,1901.9,-74.5,1040.5,51.8,27.94,1387.5,Nominal,False,1994
TLM-0017823,SAT-0053908,1989-03-16,23.8,1285.3,-108.8,862.9,62.0,27.96,1361.4,Nominal,False,1989
TLM-0017824,SAT-0031940,2003-07-17,34.8,1841.2,-73.9,764.5,62.4,28.12,1308.9,Nominal,False,2003
TLM-0017825,SAT-0005520,2017-02-14,21.4,2221.3,-85.5,86.6,27.1,27.9,1294.6,Nominal,False,2017
TLM-0017826,SAT-0008670,2007-02-13,44.8,1107.1,-81.8,214.9,35.0,28.34,1378.4,Nominal,False,2007
TLM-0017827,SAT-0001867,2019-03-03,23.0,1584.3,-97.0,379.6,31.2,27.9,1371.2,Nominal,False,2019
TLM-0017828,SAT-0040273,1999-12-10,25.6,526.2,-94.6,168.8,80.9,27.83,1339.0,Retired,False,1999
TLM-0017829,SAT-0078389,1987-03-05,37.3,1367.2,-103.6,694.6,80.7,28.46,1384.3,Nominal,False,1987
TLM-0017830,SAT-0076109,2023-04-20,24.1,1774.9,-100.6,136.4,37.6,28.17,1288.5,Nominal,False,2023
TLM-0017831,SAT-0089658,1981-09-24,39.6,1674.3,-74.0,818.0,63.3,28.32,1304.2,Nominal,False,1981
TLM-0017832,SAT-0049645,2017-02-10,16.5,965.8,-86.6,974.0,31.1,28.48,1315.1,Nominal,False,2017
TLM-0017833,SAT-0000058,2001-10-20,37.0,1405.7,-85.3,242.9,51.9,27.97,1408.0,Retired,False,2001
TLM-0017834,SAT-0048507,1990-07-06,43.2,747.1,-96.0,340.3,24.7,28.06,1377.8,Nominal,False,1990
TLM-0017835,SAT-0087973,2005-10-25,39.8,709.2,-66.1,810.9,61.6,28.5,1387.3,Retired,False,2005
TLM-0017836,SAT-0086524,2006-01-09,30.7,717.2,-67.7,1107.5,42.7,27.85,1371.1,Nominal,False,2006
TLM-0017837,SAT-0054093,2007-11-12,26.2,1141.5,-87.9,914.6,20.6,27.82,1377.9,Nominal,False,2007
TLM-0017838,SAT-0067824,1978-12-09,25.1,1319.2,-71.6,521.6,72.9,27.82,1386.4,Nominal,False,1978
TLM-0017839,SAT-0061684,2010-11-14,41.8,807.9,-68.4,136.6,28.4,28.11,1281.8,Nominal,False,2010
TLM-0017840,SAT-0055845,1991-06-15,29.1,2232.4,-105.2,304.1,77.0,28.0,1291.5,In Testing,False,1991
TLM-0017841,SAT-0005023,2021-01-13,15.4,2136.0,-104.5,879.6,78.1,28.22,1288.2,Retired,False,2021
TLM-0017842,SAT-0005588,1983-05-14,19.2,1489.7,-98.1,1066.5,24.5,28.46,1352.7,Retired,False,1983
TLM-0017843,SAT-0064408,1996-07-07,40.3,563.1,-85.8,1135.6,44.5,28.11,1342.9,Nominal,False,1996
TLM-0017844,SAT-0066468,2016-01-23,32.0,1027.0,-74.4,307.4,24.2,27.96,1336.0,Nominal,False,2016
TLM-0017845,SAT-0014618,2000-02-07,24.7,768.8,-65.3,906.8,77.0,28.48,1304.9,Nominal,False,2000
TLM-0017846,SAT-0089600,2021-10-11,35.4,396.3,-108.9,408.6,34.8,28.44,1403.7,Failed,False,2021
TLM-0017847,SAT-0054419,2013-03-02,25.7,2315.4,-99.1,1071.8,37.1,28.41,1362.1,Nominal,False,2013
TLM-0017848,SAT-0012238,2019-12-16,15.7,528.6,-108.8,1069.6,49.4,27.95,1378.7,Nominal,False,2019
TLM-0017849,SAT-0093275,1998-04-12,22.1,1539.1,-89.5,319.7,72.9,28.1,1310.4,Partially Operational,False,1998
TLM-0017850,SAT-0010659,1990-08-18,24.5,1917.6,-81.7,674.7,74.9,28.55,1295.9,Nominal,False,1990
TLM-0017851,SAT-0086207,2010-11-07,31.0,1690.5,-85.2,625.1,72.8,28.38,1416.1,Retired,False,2010
TLM-0017852,SAT-0093434,2015-01-19,23.8,2179.5,-95.1,1244.4,51.9,28.54,1283.8,Nominal,False,2015
TLM-0017853,SAT-0038016,1998-03-04,37.1,643.5,-92.2,755.6,33.1,28.24,1337.8,Nominal,False,1998
TLM-0017854,SAT-0009984,2022-01-14,24.1,737.0,-100.0,761.2,60.0,27.97,1346.0,Failed,False,2022
TLM-0017855,SAT-0039311,2007-06-24,41.2,571.8,-84.3,88.5,61.4,28.53,1377.2,Nominal,False,2007
TLM-0017856,SAT-0089968,1980-06-01,38.2,2013.2,-109.5,731.8,84.3,28.08,1320.9,Nominal,False,1980
TLM-0017857,SAT-0085811,1985-08-08,35.1,1379.4,-95.9,676.6,53.1,28.08,1346.2,Nominal,False,1985
TLM-0017858,SAT-0081102,2005-08-27,37.8,1759.0,-101.6,63.8,36.0,28.11,1326.8,Nominal,False,2005
TLM-0017859,SAT-0070181,2008-01-12,20.6,1108.8,-77.5,686.1,34.8,27.9,1397.0,Nominal,False,2008
TLM-0017860,SAT-0009478,2017-12-08,43.9,1270.0,-72.4,606.3,51.9,28.51,1418.0,In Testing,False,2017
TLM-0017861,SAT-0002425,2022-03-09,22.0,1357.0,-81.6,123.4,51.9,28.59,1292.8,Nominal,False,2022
TLM-0017862,SAT-0017995,2020-09-27,22.9,1496.1,-81.2,1012.7,24.1,28.19,1331.3,Nominal,False,2020
TLM-0017863,SAT-0065904,1992-02-07,33.1,2388.9,-72.5,469.5,60.1,28.37,1325.1,Retired,False,1992
TLM-0017864,SAT-0082359,2024-05-26,33.7,2189.9,-96.2,1038.9,28.0,28.24,1357.4,Retired,False,2024
TLM-0017865,SAT-0084137,1990-06-11,16.5,977.2,-89.9,751.4,22.4,28.39,1306.6,Nominal,False,1990
TLM-0017866,SAT-0035797,2012-03-25,34.8,1008.9,-71.5,853.0,59.4,28.2,1305.7,Failed,False,2012
TLM-0017867,SAT-0063674,2010-03-28,38.2,2168.3,-93.4,636.5,32.3,28.57,1337.5,Nominal,False,2010
TLM-0017868,SAT-0018463,1995-03-27,43.7,1411.2,-104.2,331.1,72.2,28.35,1337.8,Nominal,False,1995
TLM-0017869,SAT-0037899,1987-05-21,18.5,1262.4,-92.7,1176.3,54.8,28.54,1398.3,Nominal,False,1987
TLM-0017870,SAT-0002695,2002-10-04,24.9,724.4,-79.2,539.8,37.5,28.43,1374.6,Retired,False,2002
TLM-0017871,SAT-0059585,2005-10-08,42.3,1846.8,-96.1,319.4,20.7,28.52,1400.8,Partially Operational,False,2005
TLM-0017872,SAT-0019805,1991-08-14,32.0,1337.9,-96.0,513.9,53.3,28.58,1286.3,Nominal,False,1991
TLM-0017873,SAT-0001768,2007-02-07,18.9,606.9,-96.9,1063.2,38.0,28.16,1381.7,Nominal,False,2007
TLM-0017874,SAT-0049618,1986-12-08,40.9,1219.7,-90.8,791.5,30.0,28.52,1416.2,Partially Operational,False,1986
TLM-0017875,SAT-0070653,2001-05-06,22.0,2015.2,-88.4,1052.5,79.2,28.29,1283.4,Retired,False,2001
TLM-0017876,SAT-0046222,2013-11-07,34.7,1016.6,-78.5,864.4,35.8,28.2,1368.8,Nominal,False,2013
TLM-0017877,SAT-0003438,1996-05-05,17.3,1728.8,-97.6,524.8,34.9,28.0,1312.2,Nominal,False,1996
TLM-0017878,SAT-0085523,2010-08-11,40.4,2081.3,-68.6,276.4,21.2,28.07,1295.4,Nominal,False,2010
TLM-0017879,SAT-0069318,1984-06-24,15.9,1264.7,-87.4,1208.1,76.0,28.22,1286.5,Retired,False,1984
TLM-0017880,SAT-0035875,2023-04-26,41.1,530.2,-96.6,195.4,49.8,27.81,1311.3,Retired,False,2023
TLM-0017881,SAT-0028334,1979-02-09,30.3,2157.6,-93.7,717.4,84.0,27.89,1406.1,Nominal,False,1979
TLM-0017882,SAT-0014517,2006-09-15,44.3,1265.3,-68.3,1160.3,55.5,28.21,1338.1,Retired,False,2006
TLM-0017883,SAT-0018970,2011-04-03,32.8,2149.2,-100.8,969.6,44.2,28.33,1400.1,Retired,False,2011
TLM-0017884,SAT-0073625,2009-10-17,25.5,667.9,-69.9,906.0,83.7,27.99,1397.9,Retired,False,2009
TLM-0017885,SAT-0017982,1983-10-11,18.7,2369.8,-107.8,1194.9,53.6,27.9,1388.0,Nominal,False,1983
TLM-0017886,SAT-0021621,2018-04-27,33.6,880.8,-76.9,238.5,82.3,28.5,1301.5,Retired,False,2018
TLM-0017887,SAT-0077549,1985-06-23,81.0,2075.4,-109.9,254.0,82.5,28.71,1379.8,Anomaly,True,1985
TLM-0017888,SAT-0016583,2000-07-23,25.2,1430.3,-84.0,97.5,25.7,28.38,1412.8,Retired,False,2000
TLM-0017889,SAT-0070686,2023-07-09,29.2,1206.2,-67.4,1175.1,71.7,27.85,1340.0,Nominal,False,2023
TLM-0017890,SAT-0082183,2018-08-17,22.4,1530.7,-82.0,903.6,68.2,27.95,1336.7,Nominal,False,2018
TLM-0017891,SAT-0089845,2022-05-07,32.3,564.8,-85.7,1153.7,71.9,27.84,1414.2,Retired,False,2022
TLM-0017892,SAT-0006848,2005-08-28,23.5,1879.0,-90.3,658.0,55.4,28.24,1316.7,Nominal,False,2005
TLM-0017893,SAT-0076725,2014-02-03,43.6,993.6,-76.8,286.2,77.6,28.06,1361.6,Retired,False,2014
TLM-0017894,SAT-0060510,1984-03-26,44.3,1267.0,-109.3,239.3,56.6,28.3,1291.6,Retired,False,1984
TLM-0017895,SAT-0089574,1989-03-13,42.4,2011.3,-73.2,399.4,69.8,27.97,1285.4,Retired,False,1989
TLM-0017896,SAT-0059375,2022-09-18,22.5,2051.5,-108.0,964.1,59.4,28.05,1346.0,Partially Operational,False,2022
TLM-0017897,SAT-0042099,1982-02-03,33.4,903.0,-97.9,855.9,41.8,28.24,1319.6,Nominal,False,1982
TLM-0017898,SAT-0062248,1982-11-05,36.3,546.0,-94.1,801.8,41.4,28.34,1391.0,Nominal,False,1982
TLM-0017899,SAT-0007688,2000-07-01,31.3,1171.4,-90.8,90.6,34.6,28.15,1342.6,Failed,False,2000
TLM-0017900,SAT-0082210,1994-09-22,44.6,1757.5,-102.1,624.0,48.8,28.12,1411.0,Retired,False,1994
TLM-0017901,SAT-0054454,2018-08-14,28.3,1149.5,-85.9,662.3,60.4,28.45,1399.8,Failed,False,2018
TLM-0017902,SAT-0021462,2024-11-21,42.7,1327.2,-104.0,1188.2,74.7,28.07,1386.3,Nominal,False,2024
TLM-0017903,SAT-0047067,2007-07-21,42.8,1807.4,-69.6,210.6,44.2,28.12,1414.8,Nominal,False,2007
TLM-0017904,SAT-0090170,1982-11-23,39.3,2123.3,-87.9,1232.6,62.6,28.0,1326.6,Failed,False,1982
TLM-0017905,SAT-0045424,2021-09-18,41.3,1779.8,-75.9,744.2,65.4,28.33,1359.0,Failed,False,2021
TLM-0017906,SAT-0024341,2015-11-13,36.2,1665.4,-67.1,424.4,83.9,28.31,1369.1,Failed,False,2015
TLM-0017907,SAT-0021492,2023-10-17,20.4,1742.8,-100.6,800.6,77.3,28.54,1407.2,Nominal,False,2023
TLM-0017908,SAT-0021879,1986-06-02,28.6,2256.3,-78.9,265.2,36.4,28.16,1302.7,Partially Operational,False,1986
TLM-0017909,SAT-0057928,2007-07-01,91.3,2477.7,-134.6,920.3,78.7,32.21,1322.0,Anomaly,True,2007
TLM-0017910,SAT-0065501,1983-03-21,27.0,1846.3,-84.1,511.9,78.1,28.14,1419.6,Failed,False,1983
TLM-0017911,SAT-0002772,2003-01-23,31.0,1650.5,-86.4,548.4,45.1,28.48,1295.2,Failed,False,2003
TLM-0017912,SAT-0067263,1979-08-13,22.2,610.0,-96.5,489.1,61.2,27.88,1294.0,Nominal,False,1979
TLM-0017913,SAT-0006534,2006-06-09,43.2,1023.9,-96.6,777.9,66.1,27.99,1289.4,Nominal,False,2006
TLM-0017914,SAT-0033488,2006-12-17,19.2,1540.8,-88.7,723.5,73.0,28.43,1350.0,Nominal,False,2006
TLM-0017915,SAT-0082913,2008-06-25,92.9,3342.7,-125.6,1000.3,86.4,30.93,1284.4,Anomaly,True,2008
TLM-0017916,SAT-0038675,1994-07-11,35.0,1540.6,-73.4,153.9,40.0,28.42,1348.5,Nominal,False,1994
TLM-0017917,SAT-0030765,2005-06-11,30.0,2366.4,-99.1,894.4,56.1,28.31,1355.3,Retired,False,2005
TLM-0017918,SAT-0062710,1998-01-08,31.2,2231.8,-69.8,1151.2,30.2,27.83,1365.6,Nominal,False,1998
TLM-0017919,SAT-0064354,2008-11-04,27.2,1445.2,-83.2,234.8,23.0,28.12,1299.7,Nominal,False,2008
TLM-0017920,SAT-0064719,2017-06-21,36.5,2365.0,-75.9,113.0,62.4,28.51,1312.1,Partially Operational,False,2017
TLM-0017921,SAT-0089337,2016-05-24,42.4,702.5,-71.9,838.9,44.7,27.82,1290.5,Nominal,False,2016
TLM-0017922,SAT-0090625,2004-09-28,33.4,1610.8,-109.8,1129.6,51.9,27.82,1407.5,In Testing,False,2004
TLM-0017923,SAT-0088062,2017-03-10,35.4,785.0,-78.0,808.6,59.9,27.94,1280.6,Retired,False,2017
TLM-0017924,SAT-0059541,2002-02-14,22.5,593.4,-77.4,988.1,70.7,28.24,1334.6,Nominal,False,2002
TLM-0017925,SAT-0067976,2005-09-01,35.2,1507.2,-97.5,516.1,73.6,27.94,1306.1,Nominal,False,2005
TLM-0017926,SAT-0061950,2004-11-07,35.1,521.5,-101.1,69.3,64.0,27.88,1346.9,Nominal,False,2004
TLM-0017927,SAT-0030610,1997-07-27,34.6,426.4,-96.6,923.8,73.3,27.96,1354.8,Nominal,False,1997
TLM-0017928,SAT-0065550,1996-09-10,32.6,2294.2,-106.1,304.9,25.0,28.19,1359.9,Nominal,False,1996
TLM-0017929,SAT-0003805,2017-12-26,27.7,1141.3,-89.6,173.7,77.6,28.12,1312.4,Nominal,False,2017
TLM-0017930,SAT-0092107,1998-03-19,36.3,1865.2,-75.1,458.0,36.3,28.57,1298.9,Retired,False,1998
TLM-0017931,SAT-0067197,2019-04-14,32.8,693.5,-97.5,586.7,32.1,27.95,1333.7,Failed,False,2019
TLM-0017932,SAT-0076169,1990-07-09,19.2,2150.6,-69.8,625.1,80.6,27.83,1300.8,Nominal,False,1990
TLM-0017933,SAT-0079510,2013-11-16,26.4,594.1,-91.6,806.4,77.8,28.29,1341.3,Nominal,False,2013
TLM-0017934,SAT-0086047,2001-11-07,24.1,2146.7,-96.7,1229.6,65.8,28.15,1289.4,Nominal,False,2001
TLM-0017935,SAT-0034000,2013-08-23,37.3,611.2,-83.3,116.8,79.7,27.8,1415.9,Nominal,False,2013
TLM-0017936,SAT-0069197,2011-01-12,19.8,1090.4,-104.4,1160.6,79.5,28.02,1357.5,Nominal,False,2011
TLM-0017937,SAT-0001671,2020-03-19,23.9,1371.7,-70.0,1049.0,60.1,27.94,1400.8,Nominal,False,2020
TLM-0017938,SAT-0004758,1994-06-14,30.2,594.3,-76.4,409.8,61.4,28.32,1357.1,Nominal,False,1994
TLM-0017939,SAT-0056967,2015-10-08,39.9,753.7,-97.5,98.9,74.2,28.25,1403.3,Retired,False,2015
TLM-0017940,SAT-0014686,2012-10-21,20.4,403.3,-89.0,275.8,72.3,27.87,1413.2,Retired,False,2012
TLM-0017941,SAT-0077884,2020-01-10,16.3,1060.2,-83.8,140.4,26.7,28.01,1294.4,Nominal,False,2020
TLM-0017942,SAT-0003098,2001-01-02,25.4,1662.1,-93.3,858.2,72.6,27.89,1363.6,Nominal,False,2001
TLM-0017943,SAT-0085282,2013-03-25,31.0,1049.3,-101.6,360.6,29.6,28.49,1289.7,Nominal,False,2013
TLM-0017944,SAT-0036498,2022-02-17,16.6,1500.3,-76.2,576.9,33.2,28.43,1331.7,Nominal,False,2022
TLM-0017945,SAT-0013830,2013-09-23,41.9,655.3,-91.4,804.3,61.9,27.84,1313.4,Nominal,False,2013
TLM-0017946,SAT-0066344,2022-11-22,27.5,842.6,-74.9,626.5,47.7,28.25,1389.6,Nominal,False,2022
TLM-0017947,SAT-0023557,1988-12-14,26.2,1793.2,-107.5,643.0,29.7,28.02,1293.5,Partially Operational,False,1988
TLM-0017948,SAT-0063765,1967-06-28,37.9,1760.4,-104.6,963.7,28.6,28.28,1369.9,Failed,False,1967
TLM-0017949,SAT-0064525,1993-05-06,28.4,1728.4,-102.9,1239.3,20.2,28.6,1299.3,Nominal,False,1993
TLM-0017950,SAT-0090774,2022-09-18,42.0,1043.4,-97.9,512.0,26.5,28.5,1399.8,Nominal,False,2022
