satellite_id,mission_id,satellite_name,country,operator,purpose,launch_date,year,quarter,orbit_type,mass_kg,status
SAT-0000840,MSN-0000844,JA-SAT-000840,Japan,JAXA,Earth Observation,2018-11-04,2018,4,GTO,1873.1,Operational
SAT-0000841,MSN-0000845,ES-SAT-000841,ESA,ESA,Scientific Research,2002-06-04,2002,2,LEO,2228.8,Operational
SAT-0000842,MSN-0000846,US-SAT-000842,USA,Northrop Grumman,Communications,2023-03-14,2023,1,LEO,4433.6,Operational
SAT-0000843,MSN-0000847,US-SAT-000843,USA,SpaceX,Communications,1982-08-23,1982,3,GEO,826.3,In Testing
SAT-0000844,MSN-0000848,ES-SAT-000844,ESA,ESA,Scientific Research,1970-03-10,1970,1,GTO,364.6,Retired
SAT-0000845,MSN-0000849,US-SAT-000845,USA,ULA,Military,2001-09-09,2001,3,LEO,846.6,Operational
SAT-0000846,MSN-0000850,UA-SAT-000846,UAE,UAESA,Military,1987-11-24,1987,4,Lunar,1136.0,Operational
SAT-0000847,MSN-0000852,US-SAT-000847,USA,ULA,Military,2007-02-11,2007,1,LEO,1606.2,In Testing
SAT-0000848,MSN-0000853,IN-SAT-000848,India,ISRO,Navigation,1978-04-13,1978,2,SSO,886.5,Operational
SAT-0000849,MSN-0000853,IN-SAT-000849,India,ISRO,Earth Observation,1978-04-13,1978,2,SSO,678.6,Operational
SAT-0000850,MSN-0000853,IN-SAT-000850,India,ISRO,Scientific Research,1978-04-13,1978,2,SSO,868.3,Operational
SAT-0000851,MSN-0000853,IN-SAT-000851,India,ISRO,Communications,1978-04-13,1978,2,SSO,572.4,Operational
SAT-0000852,MSN-0000853,IN-SAT-000852,India,ISRO,Military,1978-04-13,1978,2,SSO,230.1,Operational
SAT-0000853,MSN-0000853,IN-SAT-000853,India,ISRO,Technology Testing,1978-04-13,1978,2,SSO,624.4,Retired
SAT-0000854,MSN-0000853,IN-SAT-000854,India,ISRO,Communications,1978-04-13,1978,2,SSO,292.8,Failed
SAT-0000855,MSN-0000853,IN-SAT-000855,India,ISRO,Communications,1978-04-13,1978,2,SSO,1100.2,Operational
SAT-0000856,MSN-0000854,RU-SAT-000856,Russia,ISS-Reshetnev,Technology Testing,1993-05-20,1993,2,SSO,1167.0,Operational
SAT-0000857,MSN-0000855,JA-SAT-000857,Japan,JAXA,Technology Testing,2017-09-20,2017,3,LEO,336.7,Operational
SAT-0000858,MSN-0000856,US-SAT-000858,USA,Northrop Grumman,Communications,1992-12-21,1992,4,MEO,490.1,Operational
SAT-0000859,MSN-0000857,RU-SAT-000859,Russia,Roscosmos,Navigation,1997-08-17,1997,3,LEO,357.2,Operational
SAT-0000860,MSN-0000859,US-SAT-000860,USA,Boeing,Navigation,2015-09-16,2015,3,GTO,1737.2,Operational
SAT-0000861,MSN-0000861,ES-SAT-000861,ESA,ESA,Weather Monitoring,1990-12-22,1990,4,GEO,1564.8,Retired
SAT-0000862,MSN-0000862,RU-SAT-000862,Russia,Roscosmos,Earth Observation,1997-01-14,1997,1,LEO,1156.1,Operational
SAT-0000863,MSN-0000864,US-SAT-000863,USA,NASA,Scientific Research,2011-01-15,2011,1,SSO,3591.9,Operational
SAT-0000864,MSN-0000865,RU-SAT-000864,Russia,Roscosmos,Earth Observation,1961-12-06,1961,4,LEO,2991.3,Failed
SAT-0000865,MSN-0000866,UK-SAT-000865,UK,OneWeb,Communications,2016-05-08,2016,2,LEO,476.4,Retired
SAT-0000866,MSN-0000867,CH-SAT-000866,China,CASC,Military,2024-11-27,2024,4,LEO,462.9,Retired
SAT-0000867,MSN-0000867,CH-SAT-000867,China,CASC,Communications,2024-11-27,2024,4,LEO,1103.2,Operational
SAT-0000868,MSN-0000867,CH-SAT-000868,China,CASC,Weather Monitoring,2024-11-27,2024,4,LEO,1006.5,Retired
SAT-0000869,MSN-0000867,CH-SAT-000869,China,CASC,Weather Monitoring,2024-11-27,2024,4,LEO,189.2,Retired
SAT-0000870,MSN-0000867,CH-SAT-000870,China,CASC,Navigation,2024-11-27,2024,4,LEO,507.6,Operational
SAT-0000871,MSN-0000867,CH-SAT-000871,China,CASC,Technology Testing,2024-11-27,2024,4,LEO,605.2,Operational
SAT-0000872,MSN-0000867,CH-SAT-000872,China,CASC,Scientific Research,2024-11-27,2024,4,LEO,465.8,Retired
SAT-0000873,MSN-0000869,US-SAT-000873,USA,Rocket Lab,Weather Monitoring,2004-11-23,2004,4,LEO,1340.6,Operational
SAT-0000874,MSN-0000870,RU-SAT-000874,Russia,Roscosmos,Military,1979-01-05,1979,1,LEO,975.3,Retired
SAT-0000875,MSN-0000871,JA-SAT-000875,Japan,JAXA,Navigation,2009-01-14,2009,1,LEO,3128.9,Operational
SAT-0000876,MSN-0000872,US-SAT-000876,USA,Boeing,Earth Observation,1980-05-23,1980,2,GEO,4371.9,Operational
SAT-0000877,MSN-0000873,JA-SAT-000877,Japan,MHI,Weather Monitoring,2005-03-07,2005,1,GEO,553.7,Operational
SAT-0000878,MSN-0000874,IS-SAT-000878,Israel,ISA,Navigation,2010-02-28,2010,1,LEO,2152.2,Failed
SAT-0000879,MSN-0000875,RU-SAT-000879,Russia,ISS-Reshetnev,Technology Testing,2001-01-10,2001,1,LEO,1463.6,Operational
SAT-0000880,MSN-0000876,US-SAT-000880,USA,NASA,Communications,2012-06-07,2012,2,LEO,2479.2,Failed
SAT-0000881,MSN-0000877,US-SAT-000881,USA,Rocket Lab,Communications,1996-02-04,1996,1,LEO,3210.1,Operational
SAT-0000882,MSN-0000878,IN-SAT-000882,India,ISRO,Navigation,2009-04-21,2009,2,LEO,156.2,Operational
SAT-0000883,MSN-0000880,RU-SAT-000883,Russia,ISS-Reshetnev,Earth Observation,2006-03-02,2006,1,LEO,738.4,Operational
SAT-0000884,MSN-0000884,CH-SAT-000884,China,CASIC,Communications,2022-09-15,2022,3,MEO,580.2,Operational
SAT-0000885,MSN-0000886,IN-SAT-000885,India,ISRO,Weather Monitoring,1990-04-18,1990,2,LEO,5507.9,Operational
SAT-0000886,MSN-0000887,UA-SAT-000886,UAE,UAESA,Communications,1991-03-14,1991,1,LEO,7989.1,Operational
SAT-0000887,MSN-0000888,IT-SAT-000887,Italy,ASI,Space Exploration,2024-09-22,2024,3,LEO,488.8,Operational
SAT-0000888,MSN-0000889,US-SAT-000888,USA,Boeing,Earth Observation,2009-04-27,2009,2,LEO,1758.3,Retired
SAT-0000889,MSN-0000890,US-SAT-000889,USA,SpaceX,Communications,1998-08-03,1998,3,LEO,165.4,Failed
SAT-0000890,MSN-0000891,RU-SAT-000890,Russia,Roscosmos,Communications,2011-01-10,2011,1,SSO,399.8,Retired
SAT-0000891,MSN-0000892,US-SAT-000891,USA,NASA,Scientific Research,2023-02-24,2023,1,LEO,1470.4,Retired
SAT-0000892,MSN-0000893,RU-SAT-000892,Russia,Roscosmos,Earth Observation,2018-11-02,2018,4,LEO,543.6,Retired
SAT-0000893,MSN-0000894,US-SAT-000893,USA,Northrop Grumman,Technology Testing,2007-06-28,2007,2,LEO,1523.9,Operational
SAT-0000894,MSN-0000895,JA-SAT-000894,Japan,JAXA,Earth Observation,2004-04-02,2004,2,GEO,10145.4,Operational
SAT-0000895,MSN-0000896,US-SAT-000895,USA,ULA,Weather Monitoring,2000-01-08,2000,1,LEO,4163.6,Failed
SAT-0000896,MSN-0000898,CH-SAT-000896,China,CASIC,Communications,2022-02-02,2022,1,LEO,687.6,Operational
SAT-0000897,MSN-0000898,CH-SAT-000897,China,CASIC,Navigation,2022-02-02,2022,1,LEO,530.8,Operational
SAT-0000898,MSN-0000899,ES-SAT-000898,ESA,Arianespace,Earth Observation,2012-05-20,2012,2,LEO,1034.1,Retired
SAT-0000899,MSN-0000900,ES-SAT-000899,ESA,Arianespace,Communications,1960-03-25,1960,1,LEO,1914.6,Operational
SAT-0000900,MSN-0000902,RU-SAT-000900,Russia,Roscosmos,Scientific Research,2000-11-11,2000,4,SSO,1020.6,Operational
SAT-0000901,MSN-0000903,CH-SAT-000901,China,CASC,Military,2004-09-27,2004,3,LEO,3638.6,Retired
SAT-0000902,MSN-0000904,US-SAT-000902,USA,NASA,Communications,2024-01-12,2024,1,LEO,1346.0,Retired
SAT-0000903,MSN-0000906,US-SAT-000903,USA,Boeing,Communications,1980-12-23,1980,4,LEO,1596.2,Partially Operational
SAT-0000904,MSN-0000907,ES-SAT-000904,ESA,Arianespace,Earth Observation,1975-10-28,1975,4,LEO,422.2,Retired
SAT-0000905,MSN-0000908,US-SAT-000905,USA,Rocket Lab,Navigation,2015-12-10,2015,4,LEO,30.8,Retired
SAT-0000906,MSN-0000909,US-SAT-000906,USA,Boeing,Technology Testing,2020-01-20,2020,1,GEO,1546.8,Operational
SAT-0000907,MSN-0000910,JA-SAT-000907,Japan,JAXA,Military,2005-12-08,2005,4,HEO,4859.2,Operational
SAT-0000908,MSN-0000911,BR-SAT-000908,Brazil,AEB,Communications,1988-10-02,1988,4,LEO,41.6,Operational
SAT-0000909,MSN-0000912,RU-SAT-000909,Russia,Roscosmos,Earth Observation,2011-07-06,2011,3,SSO,3948.7,Operational
SAT-0000910,MSN-0000913,US-SAT-000910,USA,ULA,Earth Observation,2017-06-01,2017,2,LEO,769.9,Retired
SAT-0000911,MSN-0000913,US-SAT-000911,USA,ULA,Communications,2017-06-01,2017,2,LEO,718.2,Operational
SAT-0000912,MSN-0000913,US-SAT-000912,USA,ULA,Navigation,2017-06-01,2017,2,LEO,638.5,Operational
SAT-0000913,MSN-0000913,US-SAT-000913,USA,ULA,Communications,2017-06-01,2017,2,LEO,153.8,Retired
SAT-0000914,MSN-0000913,US-SAT-000914,USA,ULA,Communications,2017-06-01,2017,2,LEO,1274.8,Operational
SAT-0000915,MSN-0000914,US-SAT-000915,USA,Boeing,Navigation,1990-02-19,1990,1,LEO,3232.9,Operational
SAT-0000916,MSN-0000916,ES-SAT-000916,ESA,ESA,Space Exploration,2000-12-17,2000,4,GEO,2353.0,Operational
SAT-0000917,MSN-0000917,RU-SAT-000917,Russia,Roscosmos,Technology Testing,2019-05-06,2019,2,GEO,2438.2,Operational
SAT-0000918,MSN-0000918,JA-SAT-000918,Japan,MHI,Navigation,2016-03-17,2016,1,Lunar,1134.8,Operational
SAT-0000919,MSN-0000919,US-SAT-000919,USA,NASA,Communications,2010-07-02,2010,3,MEO,5117.8,Retired
SAT-0000920,MSN-0000920,CH-SAT-000920,China,CNSA,Communications,1978-01-05,1978,1,GEO,33901.1,Operational
SAT-0000921,MSN-0000921,RU-SAT-000921,Russia,ISS-Reshetnev,Earth Observation,1993-02-09,1993,1,LEO,894.0,Operational
SAT-0000922,MSN-0000922,BR-SAT-000922,Brazil,AEB,Communications,2002-03-04,2002,1,GEO,176.0,Operational
SAT-0000923,MSN-0000923,FR-SAT-000923,France,Arianespace,Earth Observation,1981-06-17,1981,2,GTO,2974.5,Operational
SAT-0000924,MSN-0000924,OT-SAT-000924,Other,Unknown Agency,Earth Observation,2024-01-24,2024,1,GEO,63.0,Operational
SAT-0000925,MSN-0000925,US-SAT-000925,USA,Northrop Grumman,Weather Monitoring,1999-02-08,1999,1,SSO,404.3,Retired
SAT-0000926,MSN-0000925,US-SAT-000926,USA,Northrop Grumman,Military,1999-02-08,1999,1,SSO,475.0,Operational
SAT-0000927,MSN-0000925,US-SAT-000927,USA,Northrop Grumman,Scientific Research,1999-02-08,1999,1,SSO,441.6,In Testing
SAT-0000928,MSN-0000925,US-SAT-000928,USA,Northrop Grumman,Weather Monitoring,1999-02-08,1999,1,SSO,573.4,Operational
SAT-0000929,MSN-0000926,RU-SAT-000929,Russia,ISS-Reshetnev,Scientific Research,2015-07-25,2015,3,LEO,2174.1,Operational
SAT-0000930,MSN-0000927,CH-SAT-000930,China,CASIC,Communications,2015-02-09,2015,1,LEO,1103.7,Partially Operational
SAT-0000931,MSN-0000928,OT-SAT-000931,Other,Unknown Agency,Technology Testing,1973-06-26,1973,2,Heliocentric,1253.1,Partially Operational
SAT-0000932,MSN-0000930,CH-SAT-000932,China,CASC,Earth Observation,1991-01-03,1991,1,LEO,717.7,Operational
SAT-0000933,MSN-0000931,UA-SAT-000933,UAE,UAESA,Navigation,2006-03-23,2006,1,LEO,3274.3,Operational
SAT-0000934,MSN-0000933,US-SAT-000934,USA,Rocket Lab,Earth Observation,2012-05-17,2012,2,Heliocentric,1520.2,Retired
SAT-0000935,MSN-0000934,US-SAT-000935,USA,SpaceX,Earth Observation,2024-07-23,2024,3,MEO,2439.5,Operational
SAT-0000936,MSN-0000936,RU-SAT-000936,Russia,Roscosmos,Space Exploration,1997-09-14,1997,3,Heliocentric,5117.0,Retired
SAT-0000937,MSN-0000937,RU-SAT-000937,Russia,Roscosmos,Navigation,1984-07-13,1984,3,SSO,2118.2,Failed
SAT-0000938,MSN-0000938,JA-SAT-000938,Japan,JAXA,Earth Observation,2011-10-14,2011,4,GEO,1154.1,Retired
SAT-0000939,MSN-0000940,IN-SAT-000939,India,ISRO,Communications,2021-11-23,2021,4,LEO,3049.4,Failed
SAT-0000940,MSN-0000941,US-SAT-000940,USA,ULA,Navigation,1994-07-22,1994,3,LEO,1569.1,Retired
SAT-0000941,MSN-0000943,RU-SAT-000941,Russia,Roscosmos,Earth Observation,2022-07-05,2022,3,LEO,49.4,Retired
SAT-0000942,MSN-0000945,US-SAT-000942,USA,NASA,Scientific Research,1977-01-14,1977,1,GEO,6466.4,Operational
SAT-0000943,MSN-0000946,US-SAT-000943,USA,SpaceX,Navigation,2024-11-21,2024,4,LEO,465.1,Retired
SAT-0000944,MSN-0000947,CH-SAT-000944,China,CNSA,Communications,2017-07-25,2017,3,GEO,4718.5,Operational
SAT-0000945,MSN-0000948,IS-SAT-000945,Israel,ISA,Communications,1982-05-06,1982,2,LEO,1056.2,Operational
SAT-0000946,MSN-0000950,US-SAT-000946,USA,ULA,Technology Testing,2008-10-28,2008,4,LEO,2342.2,Retired
SAT-0000947,MSN-0000951,CH-SAT-000947,China,CASC,Earth Observation,1984-12-09,1984,4,LEO,2496.1,Operational
SAT-0000948,MSN-0000952,RU-SAT-000948,Russia,ISS-Reshetnev,Military,1968-03-08,1968,1,MEO,1886.2,Retired
SAT-0000949,MSN-0000953,US-SAT-000949,USA,SpaceX,Navigation,2014-11-10,2014,4,MEO,1881.6,Failed
SAT-0000950,MSN-0000955,CA-SAT-000950,Canada,CSA,Weather Monitoring,2020-07-20,2020,3,SSO,3332.2,Failed
SAT-0000951,MSN-0000956,CH-SAT-000951,China,CASIC,Weather Monitoring,1984-01-17,1984,1,GEO,699.1,Retired
SAT-0000952,MSN-0000958,ES-SAT-000952,ESA,Arianespace,Space Exploration,1988-10-26,1988,4,SSO,143.6,Operational
SAT-0000953,MSN-0000959,US-SAT-000953,USA,ULA,Navigation,2007-12-20,2007,4,LEO,746.7,Operational
SAT-0000954,MSN-0000959,US-SAT-000954,USA,ULA,Scientific Research,2007-12-20,2007,4,LEO,533.7,Retired
SAT-0000955,MSN-0000960,US-SAT-000955,USA,Northrop Grumman,Technology Testing,2004-01-09,2004,1,LEO,1068.4,Partially Operational
SAT-0000956,MSN-0000962,CH-SAT-000956,China,CASIC,Weather Monitoring,1996-01-03,1996,1,LEO,3110.7,Retired
SAT-0000957,MSN-0000963,IN-SAT-000957,India,ISRO,Military,2007-06-16,2007,2,LEO,2761.9,Operational
SAT-0000958,MSN-0000965,US-SAT-000958,USA,ULA,Communications,2018-09-01,2018,3,SSO,388.7,Partially Operational
SAT-0000959,MSN-0000966,RU-SAT-000959,Russia,Roscosmos,Scientific Research,2018-05-23,2018,2,HEO,1916.3,Operational
SAT-0000960,MSN-0000967,FR-SAT-000960,France,Arianespace,Communications,2021-07-21,2021,3,GEO,1121.3,Failed
SAT-0000961,MSN-0000968,RU-SAT-000961,Russia,Roscosmos,Earth Observation,1989-05-25,1989,2,MEO,355.5,Retired
SAT-0000962,MSN-0000969,ES-SAT-000962,ESA,ESA,Communications,1975-08-02,1975,3,LEO,412.3,In Testing
SAT-0000963,MSN-0000970,JA-SAT-000963,Japan,JAXA,Communications,2005-06-25,2005,2,MEO,2005.6,Operational
SAT-0000964,MSN-0000971,US-SAT-000964,USA,ULA,Navigation,2024-10-17,2024,4,SSO,5328.3,Operational
SAT-0000965,MSN-0000972,CH-SAT-000965,China,CASC,Communications,2003-02-24,2003,1,LEO,1600.9,Operational
SAT-0000966,MSN-0000973,RU-SAT-000966,Russia,ISS-Reshetnev,Earth Observation,1997-02-18,1997,1,LEO,3773.4,Operational
SAT-0000967,MSN-0000974,US-SAT-000967,USA,Northrop Grumman,Weather Monitoring,2011-12-14,2011,4,LEO,1683.7,Operational
SAT-0000968,MSN-0000975,CH-SAT-000968,China,CASIC,Earth Observation,1979-01-21,1979,1,GTO,646.9,Operational
SAT-0000969,MSN-0000976,CH-SAT-000969,China,CASIC,Technology Testing,2020-12-23,2020,4,LEO,5744.0,Failed
SAT-0000970,MSN-0000977,US-SAT-000970,USA,Boeing,Earth Observation,2011-12-20,2011,4,MEO,1401.2,Retired
SAT-0000971,MSN-0000980,US-SAT-000971,USA,SpaceX,Weather Monitoring,2018-10-22,2018,4,SSO,2329.5,Partially Operational
SAT-0000972,MSN-0000981,IN-SAT-000972,India,ISRO,Earth Observation,2017-06-15,2017,2,MEO,2293.4,Operational
SAT-0000973,MSN-0000983,ES-SAT-000973,ESA,Arianespace,Navigation,1966-07-28,1966,3,GEO,93.2,Operational
SAT-0000974,MSN-0000984,IN-SAT-000974,India,ISRO,Communications,2023-11-04,2023,4,SSO,123.1,Operational
SAT-0000975,MSN-0000985,FR-SAT-000975,France,Arianespace,Navigation,2021-06-11,2021,2,GEO,490.9,Operational
SAT-0000976,MSN-0000986,US-SAT-000976,USA,Rocket Lab,Communications,2008-06-10,2008,2,GTO,654.5,Retired
SAT-0000977,MSN-0000987,ES-SAT-000977,ESA,ESA,Weather Monitoring,1993-09-22,1993,3,LEO,1490.5,Partially Operational
SAT-0000978,MSN-0000988,JA-SAT-000978,Japan,MHI,Military,2004-01-14,2004,1,GEO,933.9,Operational
SAT-0000979,MSN-0000988,JA-SAT-000979,Japan,MHI,Technology Testing,2004-01-14,2004,1,GEO,895.8,Partially Operational
SAT-0000980,MSN-0000988,JA-SAT-000980,Japan,MHI,Earth Observation,2004-01-14,2004,1,GEO,479.3,In Testing
SAT-0000981,MSN-0000989,FR-SAT-000981,France,CNES,Earth Observation,2005-09-05,2005,3,MEO,1304.9,Operational
SAT-0000982,MSN-0000990,US-SAT-000982,USA,NASA,Navigation,1990-11-21,1990,4,LEO,1910.9,Operational
SAT-0000983,MSN-0000991,IS-SAT-000983,Israel,ISA,Weather Monitoring,1985-07-22,1985,3,SSO,3205.6,Operational
SAT-0000984,MSN-0000992,US-SAT-000984,USA,Boeing,Weather Monitoring,2008-11-15,2008,4,LEO,2491.8,Partially Operational
SAT-0000985,MSN-0000993,CH-SAT-000985,China,CNSA,Scientific Research,2005-11-23,2005,4,LEO,739.6,Operational
SAT-0000986,MSN-0000994,US-SAT-000986,USA,ULA,Communications,1977-03-20,1977,1,SSO,816.2,Operational
SAT-0000987,MSN-0000995,CH-SAT-000987,China,CNSA,Weather Monitoring,1993-07-05,1993,3,GEO,1503.8,Operational
SAT-0000988,MSN-0000996,US-SAT-000988,USA,NASA,Navigation,1979-10-04,1979,4,GEO,31490.2,Retired
SAT-0000989,MSN-0000997,CH-SAT-000989,China,CASC,Navigation,2014-12-07,2014,4,LEO,2483.8,Partially Operational
SAT-0000990,MSN-0000998,US-SAT-000990,USA,SpaceX,Communications,1962-08-20,1962,3,LEO,22617.1,Failed
SAT-0000991,MSN-0000999,US-SAT-000991,USA,SpaceX,Military,1987-08-01,1987,3,LEO,2169.0,Retired
SAT-0000992,MSN-0001000,JA-SAT-000992,Japan,JAXA,Weather Monitoring,2018-11-15,2018,4,GEO,2074.9,Operational
SAT-0000993,MSN-0001001,JA-SAT-000993,Japan,MHI,Space Exploration,1985-12-23,1985,4,LEO,1590.2,Retired
SAT-0000994,MSN-0001002,US-SAT-000994,USA,NASA,Scientific Research,2017-08-14,2017,3,LEO,2762.7,Operational
SAT-0000995,MSN-0001003,US-SAT-000995,USA,Rocket Lab,Communications,2011-11-20,2011,4,LEO,3965.9,Failed
SAT-0000996,MSN-0001004,US-SAT-000996,USA,Northrop Grumman,Weather Monitoring,2005-09-07,2005,3,HEO,314.8,Retired
SAT-0000997,MSN-0001004,US-SAT-000997,USA,Northrop Grumman,Space Exploration,2005-09-07,2005,3,HEO,300.0,Retired
SAT-0000998,MSN-0001005,CH-SAT-000998,China,GALACTIC ENERGY,Military,2014-06-15,2014,2,SSO,6379.8,Operational
SAT-0000999,MSN-0001006,JA-SAT-000999,Japan,MHI,Scientific Research,2023-10-22,2023,4,GEO,1998.1,Operational
SAT-0001000,MSN-0001009,RU-SAT-001000,Russia,Roscosmos,Communications,2010-02-02,2010,1,LEO,1074.1,Retired
SAT-0001001,MSN-0001010,ES-SAT-001001,ESA,Arianespace,Military,2024-10-18,2024,4,LEO,3749.4,Operational
SAT-0001002,MSN-0001011,IN-SAT-001002,India,ISRO,Communications,2006-04-03,2006,2,LEO,2096.1,Operational
SAT-0001003,MSN-0001014,US-SAT-001003,USA,SpaceX,Communications,1978-08-08,1978,3,GEO,1552.2,Operational
SAT-0001004,MSN-0001017,RU-SAT-001004,Russia,Roscosmos,Communications,2021-01-05,2021,1,GEO,414.6,Operational
SAT-0001005,MSN-0001019,CH-SAT-001005,China,GALACTIC ENERGY,Earth Observation,2007-03-09,2007,1,LEO,894.6,Operational
SAT-0001006,MSN-0001021,US-SAT-001006,USA,ULA,Technology Testing,2013-07-23,2013,3,GEO,1062.0,Operational
SAT-0001007,MSN-0001022,RU-SAT-001007,Russia,Roscosmos,Earth Observation,1990-02-19,1990,1,LEO,1548.1,Operational
SAT-0001008,MSN-0001023,US-SAT-001008,USA,SpaceX,Communications,2018-02-02,2018,1,LEO,279.4,Retired
SAT-0001009,MSN-0001024,US-SAT-001009,USA,Boeing,Communications,2012-11-03,2012,4,LEO,1680.9,Retired
SAT-0001010,MSN-0001024,US-SAT-001010,USA,Boeing,Technology Testing,2012-11-03,2012,4,LEO,2841.5,Failed
SAT-0001011,MSN-0001024,US-SAT-001011,USA,Boeing,Communications,2012-11-03,2012,4,LEO,584.5,Operational
SAT-0001012,MSN-0001025,JA-SAT-001012,Japan,MHI,Scientific Research,2020-08-23,2020,3,GTO,2643.6,Failed
SAT-0001013,MSN-0001026,CH-SAT-001013,China,CASC,Communications,1997-07-23,1997,3,GEO,2815.8,Retired
SAT-0001014,MSN-0001027,CH-SAT-001014,China,CNSA,Earth Observation,2007-02-12,2007,1,LEO,3016.6,Operational
SAT-0001015,MSN-0001028,JA-SAT-001015,Japan,MHI,Communications,2009-05-27,2009,2,LEO,7731.1,Operational
SAT-0001016,MSN-0001029,FR-SAT-001016,France,Arianespace,Weather Monitoring,1971-04-13,1971,2,GEO,3707.9,Retired
SAT-0001017,MSN-0001030,UK-SAT-001017,UK,OneWeb,Military,1996-05-26,1996,2,LEO,876.1,Retired
SAT-0001018,MSN-0001032,ES-SAT-001018,ESA,Arianespace,Earth Observation,1991-07-15,1991,3,LEO,454.9,Operational
SAT-0001019,MSN-0001033,US-SAT-001019,USA,Northrop Grumman,Earth Observation,1996-07-02,1996,3,LEO,1699.4,Failed
SAT-0001020,MSN-0001034,US-SAT-001020,USA,NASA,Communications,2019-03-15,2019,1,LEO,549.4,Operational
SAT-0001021,MSN-0001036,IN-SAT-001021,India,ISRO,Earth Observation,2004-04-21,2004,2,LEO,3191.9,Retired
SAT-0001022,MSN-0001037,CH-SAT-001022,China,CASIC,Navigation,2005-08-19,2005,3,LEO,644.5,Retired
SAT-0001023,MSN-0001039,US-SAT-001023,USA,ULA,Scientific Research,1987-10-12,1987,4,LEO,1401.2,Operational
SAT-0001024,MSN-0001041,US-SAT-001024,USA,ULA,Weather Monitoring,1979-04-26,1979,2,GEO,703.0,Operational
SAT-0001025,MSN-0001042,RU-SAT-001025,Russia,Roscosmos,Scientific Research,2012-03-13,2012,1,LEO,3513.8,Failed
SAT-0001026,MSN-0001043,OT-SAT-001026,Other,Unknown Agency,Earth Observation,2015-09-24,2015,3,SSO,1770.5,Operational
SAT-0001027,MSN-0001044,US-SAT-001027,USA,NASA,Communications,2021-06-08,2021,2,LEO,835.2,Failed
SAT-0001028,MSN-0001047,US-SAT-001028,USA,Boeing,Technology Testing,1976-07-17,1976,3,GEO,8478.0,Operational
SAT-0001029,MSN-0001048,US-SAT-001029,USA,Boeing,Technology Testing,2007-08-24,2007,3,LEO,7438.6,Failed
SAT-0001030,MSN-0001049,US-SAT-001030,USA,NASA,Weather Monitoring,2005-09-13,2005,3,LEO,1657.4,Retired
SAT-0001031,MSN-0001050,JA-SAT-001031,Japan,MHI,Earth Observation,2010-02-24,2010,1,LEO,5199.9,Operational
SAT-0001032,MSN-0001051,CH-SAT-001032,China,CNSA,Technology Testing,2001-08-23,2001,3,MEO,1578.7,Retired
SAT-0001033,MSN-0001052,US-SAT-001033,USA,Northrop Grumman,Scientific Research,2012-08-13,2012,3,LEO,4351.9,Operational
SAT-0001034,MSN-0001053,IN-SAT-001034,India,ISRO,Earth Observation,2004-01-19,2004,1,SSO,3099.4,Operational
SAT-0001035,MSN-0001055,US-SAT-001035,USA,SpaceX,Navigation,1992-08-08,1992,3,LEO,154.8,Retired
SAT-0001036,MSN-0001057,US-SAT-001036,USA,Boeing,Navigation,2018-06-07,2018,2,GTO,1672.7,Operational
SAT-0001037,MSN-0001058,US-SAT-001037,USA,ULA,Earth Observation,2019-08-14,2019,3,LEO,831.1,Partially Operational
SAT-0001038,MSN-0001060,US-SAT-001038,USA,ULA,Communications,2021-01-14,2021,1,HEO,396.2,Retired
SAT-0001039,MSN-0001063,IN-SAT-001039,India,ISRO,Technology Testing,1974-09-20,1974,3,MEO,820.5,Retired
SAT-0001040,MSN-0001064,RU-SAT-001040,Russia,ISS-Reshetnev,Communications,1985-05-27,1985,2,SSO,1233.7,Operational
SAT-0001041,MSN-0001065,RU-SAT-001041,Russia,ISS-Reshetnev,Navigation,2004-02-08,2004,1,GTO,400.6,Retired
SAT-0001042,MSN-0001065,RU-SAT-001042,Russia,ISS-Reshetnev,Scientific Research,2004-02-08,2004,1,GTO,1140.7,Retired
SAT-0001043,MSN-0001065,RU-SAT-001043,Russia,ISS-Reshetnev,Scientific Research,2004-02-08,2004,1,GTO,509.7,Operational
SAT-0001044,MSN-0001065,RU-SAT-001044,Russia,ISS-Reshetnev,Communications,2004-02-08,2004,1,GTO,619.4,Partially Operational
SAT-0001045,MSN-0001065,RU-SAT-001045,Russia,ISS-Reshetnev,Weather Monitoring,2004-02-08,2004,1,GTO,1030.3,Operational
SAT-0001046,MSN-0001065,RU-SAT-001046,Russia,ISS-Reshetnev,Communications,2004-02-08,2004,1,GTO,972.0,Retired
SAT-0001047,MSN-0001065,RU-SAT-001047,Russia,ISS-Reshetnev,Navigation,2004-02-08,2004,1,GTO,1294.3,Failed
SAT-0001048,MSN-0001066,ES-SAT-001048,ESA,ESA,Earth Observation,2003-06-22,2003,2,LEO,1523.4,Retired
SAT-0001049,MSN-0001068,IN-SAT-001049,India,ISRO,Communications,1995-07-26,1995,3,LEO,5535.1,Operational
SAT-0001050,MSN-0001069,ES-SAT-001050,ESA,ESA,Earth Observation,2018-05-15,2018,2,LEO,5303.3,Operational
SAT-0001051,MSN-0001070,CH-SAT-001051,China,CASIC,Communications,2009-01-24,2009,1,SSO,4073.7,Retired
SAT-0001052,MSN-0001071,IN-SAT-001052,India,ISRO,Navigation,2012-09-07,2012,3,GEO,690.0,Operational
