mission_id,mission_name,launch_date,year,quarter,month,country,agency,mission_type,launch_vehicle,orbit,payload_mass_kg,success,cost_million_usd
MSN-0002183,USA-EAR-2008-2183,2008-05-23,2008,2,5,USA,Northrop Grumman,Earth Observation,Falcon 9,LEO,1072.8,True,1.28
MSN-0002184,USA-SUP-2004-2184,2004-02-20,2004,1,2,USA,NASA,Supply/Resupply,H-IIA,GEO,7036.1,True,17.58
MSN-0002185,Russia-CRE-2020-2185,2020-06-27,2020,2,6,Russia,ISS-Reshetnev,Crewed Mission,Proton-M,GEO,18468.7,True,24.18
MSN-0002186,China-SCI-1974-2186,1974-09-08,1974,3,9,China,GALACTIC ENERGY,Science,Delta IV,LEO,2439.0,False,6.03
MSN-0002187,Other-EAR-1983-2187,1983-07-21,1983,3,7,Other,Unknown Agency,Earth Observation,Antares,HEO,602.9,True,0.93
MSN-0002188,ESA-TEC-1969-2188,1969-07-13,1969,3,7,ESA,Arianespace,Technology Demonstration,Angara,MEO,515.3,True,0.26
MSN-0002189,China-EAR-1998-2189,1998-01-11,1998,1,1,China,CASIC,Earth Observation,H3,LEO,484.2,True,0.34
MSN-0002190,Japan-SCI-2017-2190,2017-05-24,2017,2,5,Japan,JAXA,Science,Falcon Heavy,LEO,672.8,True,1.47
MSN-0002191,France-NAV-2016-2191,2016-09-06,2016,3,9,France,Arianespace,Navigation,Long March 7,LEO,2673.2,True,6.89
MSN-0002192,USA-EAR-2014-2192,2014-04-26,2014,2,4,USA,Boeing,Earth Observation,PSLV,GEO,2290.4,True,6.2
MSN-0002193,India-SUP-2015-2193,2015-05-19,2015,2,5,India,ISRO,Supply/Resupply,Ariane 5,LEO,5617.2,True,16.58
MSN-0002194,ESA-SCI-2004-2194,2004-10-27,2004,4,10,ESA,ESA,Science,GSLV,MEO,1071.2,True,1.23
MSN-0002195,UK-NAV-1969-2195,1969-12-20,1969,4,12,UK,UKSA,Navigation,Long March 2,SSO,2648.7,False,2.27
MSN-0002196,Russia-MIL-1994-2196,1994-03-05,1994,1,3,Russia,ISS-Reshetnev,Military Reconnaissance,Soyuz,Heliocentric,4145.1,True,3.12
MSN-0002197,USA-TEC-2009-2197,2009-09-26,2009,3,9,USA,Northrop Grumman,Technology Demonstration,Shavit,LEO,594.5,True,1.68
MSN-0002198,USA-EAR-2013-2198,2013-03-22,2013,1,3,USA,SpaceX,Earth Observation,Ariane 5,LEO,1221.5,True,1.03
MSN-0002199,USA-SCI-2006-2199,2006-05-16,2006,2,5,USA,Rocket Lab,Science,Angara,LEO,2784.6,True,4.6
MSN-0002200,China-NAV-2019-2200,2019-09-17,2019,3,9,China,GALACTIC ENERGY,Navigation,Antares,HEO,1271.3,True,2.31
MSN-0002201,China-NAV-1996-2201,1996-09-28,1996,3,9,China,CASC,Navigation,Angara,LEO,1219.6,True,2.74
MSN-0002202,USA-SCI-2000-2202,2000-08-24,2000,3,8,USA,ULA,Science,H-IIA,GEO,1677.0,False,2.48
MSN-0002203,India-COM-2001-2203,2001-08-20,2001,3,8,India,ISRO,Communications,Proton-M,GEO,5379.2,True,15.75
MSN-0002204,France-DEE-2002-2204,2002-04-13,2002,2,4,France,CNES,Deep Space,Delta IV,LEO,2060.4,True,3.18
MSN-0002205,Russia-EAR-1978-2205,1978-06-12,1978,2,6,Russia,ISS-Reshetnev,Earth Observation,Long March 2,MEO,1172.6,True,2.54
MSN-0002206,China-COM-1995-2206,1995-06-16,1995,2,6,China,CASIC,Communications,Long March 3,LEO,3128.7,False,5.24
MSN-0002207,USA-EAR-1999-2207,1999-08-11,1999,3,8,USA,Rocket Lab,Earth Observation,PSLV,SSO,652.9,True,0.42
MSN-0002208,USA-COM-1991-2208,1991-02-05,1991,1,2,USA,ULA,Communications,Electron,SSO,6253.7,False,4.2
MSN-0002209,China-SCI-2022-2209,2022-01-05,2022,1,1,China,CASC,Science,Vulcan Centaur,LEO,873.6,True,2.26
MSN-0002210,Japan-DEE-2015-2210,2015-08-01,2015,3,8,Japan,MHI,Deep Space,Soyuz,LEO,4027.7,True,10.17
MSN-0002211,USA-MIL-2005-2211,2005-07-02,2005,3,7,USA,Rocket Lab,Military Reconnaissance,Electron,LEO,2876.5,True,5.28
MSN-0002212,USA-SCI-2020-2212,2020-12-03,2020,4,12,USA,Northrop Grumman,Science,Vulcan Centaur,LEO,431.3,True,1.05
MSN-0002213,China-CRE-2003-2213,2003-08-28,2003,3,8,China,CASIC,Crewed Mission,H-IIA,SSO,17640.2,False,13.65
MSN-0002214,Russia-SCI-2006-2214,2006-05-11,2006,2,5,Russia,ISS-Reshetnev,Science,Falcon Heavy,LEO,2338.6,True,5.56
MSN-0002215,Russia-SPA-2024-2215,2024-01-19,2024,1,1,Russia,Roscosmos,Space Station,Long March 2,GEO,16356.5,True,44.5
MSN-0002216,China-SCI-2007-2216,2007-03-22,2007,1,3,China,CASIC,Science,Long March 7,LEO,1309.8,True,1.54
MSN-0002217,China-CRE-1971-2217,1971-04-03,1971,2,4,China,CASIC,Crewed Mission,Long March 3,HEO,8153.5,True,16.52
MSN-0002218,France-NAV-2019-2218,2019-03-02,2019,1,3,France,Arianespace,Navigation,Soyuz,LEO,1199.2,True,2.01
MSN-0002219,China-NAV-2010-2219,2010-02-22,2010,1,2,China,CASC,Navigation,Angara,LEO,3055.9,False,3.07
MSN-0002220,China-WEA-1981-2220,1981-10-11,1981,4,10,China,CASIC,Weather,Shavit,GEO,716.4,True,0.55
MSN-0002221,Russia-COM-2016-2221,2016-03-14,2016,1,3,Russia,ISS-Reshetnev,Communications,Falcon 9,MEO,3384.7,True,3.09
MSN-0002222,Russia-NAV-2022-2222,2022-04-04,2022,2,4,Russia,ISS-Reshetnev,Navigation,Ariane 5,LEO,2775.1,True,2.65
MSN-0002223,China-SCI-2011-2223,2011-11-03,2011,4,11,China,CNSA,Science,Long March 3,LEO,2574.2,True,4.3
MSN-0002224,China-COM-1983-2224,1983-07-27,1983,3,7,China,GALACTIC ENERGY,Communications,Long March 3,SSO,806.5,True,1.66
MSN-0002225,China-EAR-2001-2225,2001-03-08,2001,1,3,China,CNSA,Earth Observation,Antares,LEO,2217.5,True,6.55
MSN-0002226,Germany-COM-2013-2226,2013-10-02,2013,4,10,Germany,DLR,Communications,Falcon Heavy,MEO,7295.0,True,9.42
MSN-0002227,USA-WEA-2007-2227,2007-11-15,2007,4,11,USA,Northrop Grumman,Weather,Falcon Heavy,GEO,337.4,False,0.44
MSN-0002228,USA-SCI-2002-2228,2002-08-11,2002,3,8,USA,Northrop Grumman,Science,Long March 2,LEO,1271.8,True,2.36
MSN-0002229,ESA-DEE-2015-2229,2015-08-17,2015,3,8,ESA,Arianespace,Deep Space,Atlas V,LEO,4608.0,True,6.56
MSN-0002230,Other-WEA-2010-2230,2010-03-13,2010,1,3,Other,Unknown Agency,Weather,GSLV,LEO,1431.2,True,2.19
MSN-0002231,China-DEE-2023-2231,2023-11-16,2023,4,11,China,CNSA,Deep Space,Long March 5,LEO,3116.0,True,8.85
MSN-0002232,India-SCI-2011-2232,2011-06-24,2011,2,6,India,ISRO,Science,Atlas V,GEO,2705.8,True,2.4
MSN-0002233,China-WEA-2006-2233,2006-07-28,2006,3,7,China,CNSA,Weather,Shavit,SSO,1895.8,True,4.02
MSN-0002234,Russia-MIL-1999-2234,1999-10-02,1999,4,10,Russia,Roscosmos,Military Reconnaissance,Delta IV,LEO,5976.8,True,10.18
MSN-0002235,USA-SCI-1999-2235,1999-10-08,1999,4,10,USA,Rocket Lab,Science,Soyuz,LEO,1441.3,False,1.82
MSN-0002236,UK-MIL-1990-2236,1990-06-02,1990,2,6,UK,OneWeb,Military Reconnaissance,Long March 7,GEO,1160.9,True,3.08
MSN-0002237,India-DEE-2024-2237,2024-04-11,2024,2,4,India,ISRO,Deep Space,Long March 3,GEO,4726.7,True,11.41
MSN-0002238,Japan-SCI-2020-2238,2020-02-11,2020,1,2,Japan,MHI,Science,Long March 2,LEO,1886.6,True,3.02
MSN-0002239,UK-COM-2011-2239,2011-09-16,2011,3,9,UK,OneWeb,Communications,H3,GEO,6017.3,True,6.97
MSN-0002240,USA-SPA-2006-2240,2006-02-03,2006,1,2,USA,NASA,Space Station,Angara,LEO,16040.4,True,34.14
MSN-0002241,ESA-WEA-2022-2241,2022-11-26,2022,4,11,ESA,Arianespace,Weather,Long March 2,SSO,1397.1,True,2.89
MSN-0002242,Russia-MIL-2006-2242,2006-02-24,2006,1,2,Russia,ISS-Reshetnev,Military Reconnaissance,Falcon Heavy,GEO,6348.8,True,12.98
MSN-0002243,China-MIL-1982-2243,1982-11-10,1982,4,11,China,GALACTIC ENERGY,Military Reconnaissance,Shavit,LEO,2513.0,True,4.87
MSN-0002244,USA-MIL-2024-2244,2024-07-24,2024,3,7,USA,NASA,Military Reconnaissance,Long March 7,GTO,4741.8,True,7.49
MSN-0002245,South Korea-SCI-2004-2245,2004-08-17,2004,3,8,South Korea,KARI,Science,NURI,LEO,2671.9,True,6.05
MSN-0002246,USA-MIL-2012-2246,2012-11-15,2012,4,11,USA,Northrop Grumman,Military Reconnaissance,Soyuz,LEO,5797.2,True,14.12
MSN-0002247,USA-EAR-2008-2247,2008-02-11,2008,1,2,USA,SpaceX,Earth Observation,GSLV,LEO,1310.8,True,1.4
MSN-0002248,USA-COM-2024-2248,2024-06-03,2024,2,6,USA,Northrop Grumman,Communications,GSLV,LEO,3363.3,True,3.76
MSN-0002249,Russia-COM-2023-2249,2023-04-10,2023,2,4,Russia,Roscosmos,Communications,Angara,SSO,6791.8,True,9.26
MSN-0002250,China-COM-1993-2250,1993-02-21,1993,1,2,China,CNSA,Communications,Ariane 6,LEO,2418.2,False,3.78
MSN-0002251,Russia-COM-2023-2251,2023-03-03,2023,1,3,Russia,ISS-Reshetnev,Communications,PSLV,GEO,2908.9,True,7.94
MSN-0002252,USA-WEA-1994-2252,1994-05-22,1994,2,5,USA,Rocket Lab,Weather,Ariane 6,LEO,1557.7,False,3.08
MSN-0002253,Japan-EAR-2004-2253,2004-08-10,2004,3,8,Japan,MHI,Earth Observation,Falcon 9,MEO,2508.9,True,3.06
MSN-0002254,China-COM-1987-2254,1987-01-26,1987,1,1,China,CASIC,Communications,Antares,LEO,7634.4,False,22.32
MSN-0002255,India-SCI-2011-2255,2011-07-23,2011,3,7,India,ISRO,Science,Electron,LEO,2521.4,True,5.04
MSN-0002256,Russia-COM-2001-2256,2001-02-01,2001,1,2,Russia,Roscosmos,Communications,Antares,Lunar,3685.5,True,4.4
MSN-0002257,Japan-MIL-1981-2257,1981-03-05,1981,1,3,Japan,JAXA,Military Reconnaissance,NURI,GEO,4513.8,True,12.41
MSN-0002258,USA-NAV-2001-2258,2001-04-14,2001,2,4,USA,NASA,Navigation,Ariane 6,LEO,3084.1,True,5.2
MSN-0002259,Russia-EAR-1983-2259,1983-05-09,1983,2,5,Russia,ISS-Reshetnev,Earth Observation,Long March 5,LEO,1199.1,True,0.79
MSN-0002260,USA-COM-1997-2260,1997-05-05,1997,2,5,USA,Boeing,Communications,Long March 5,SSO,7666.0,True,8.55
MSN-0002261,India-COM-1974-2261,1974-10-26,1974,4,10,India,ISRO,Communications,Long March 3,MEO,2359.9,False,4.62
MSN-0002262,USA-EAR-2013-2262,2013-07-28,2013,3,7,USA,NASA,Earth Observation,Proton-M,SSO,176.0,True,0.1
MSN-0002263,Israel-SUP-2022-2263,2022-09-11,2022,3,9,Israel,ISA,Supply/Resupply,Falcon 9,Heliocentric,7920.1,True,20.43
MSN-0002264,India-COM-1993-2264,1993-11-09,1993,4,11,India,ISRO,Communications,GSLV,LEO,3196.8,True,6.18
MSN-0002265,USA-WEA-2023-2265,2023-02-09,2023,1,2,USA,Boeing,Weather,Long March 3,LEO,1109.2,True,1.37
MSN-0002266,Japan-EAR-1977-2266,1977-05-23,1977,2,5,Japan,MHI,Earth Observation,H-IIA,LEO,274.4,True,0.28
MSN-0002267,USA-TEC-1993-2267,1993-10-11,1993,4,10,USA,SpaceX,Technology Demonstration,Angara,LEO,179.3,True,0.11
MSN-0002268,China-COM-1972-2268,1972-02-24,1972,1,2,China,CNSA,Communications,Other,GEO,5059.8,False,6.48
MSN-0002269,China-COM-2022-2269,2022-05-08,2022,2,5,China,CNSA,Communications,Long March 7,GEO,2590.5,True,4.44
MSN-0002270,China-SCI-1978-2270,1978-10-22,1978,4,10,China,CASIC,Science,Long March 5,GEO,2463.9,True,2.03
MSN-0002271,India-DEE-2000-2271,2000-09-21,2000,3,9,India,ISRO,Deep Space,Falcon 9,LEO,1228.4,True,1.76
MSN-0002272,USA-TEC-1987-2272,1987-07-02,1987,3,7,USA,Northrop Grumman,Technology Demonstration,Falcon Heavy,LEO,672.7,True,1.06
MSN-0002273,Russia-SCI-2023-2273,2023-12-01,2023,4,12,Russia,Roscosmos,Science,NURI,LEO,2066.0,True,2.53
MSN-0002274,USA-COM-2004-2274,2004-02-11,2004,1,2,USA,Northrop Grumman,Communications,Atlas V,LEO,3939.8,True,3.37
MSN-0002275,USA-DEE-2001-2275,2001-04-07,2001,2,4,USA,ULA,Deep Space,PSLV,LEO,3535.1,True,3.82
MSN-0002276,Brazil-EAR-2012-2276,2012-01-12,2012,1,1,Brazil,AEB,Earth Observation,Long March 5,LEO,1826.5,True,4.8
MSN-0002277,USA-EAR-2006-2277,2006-04-08,2006,2,4,USA,Boeing,Earth Observation,H-IIA,LEO,1568.8,True,4.53
MSN-0002278,USA-EAR-1990-2278,1990-10-09,1990,4,10,USA,ULA,Earth Observation,Long March 2,SSO,1990.3,True,2.65
MSN-0002279,USA-EAR-1999-2279,1999-05-20,1999,2,5,USA,Boeing,Earth Observation,Ariane 5,LEO,2125.7,True,2.09
MSN-0002280,USA-EAR-2018-2280,2018-06-08,2018,2,6,USA,Boeing,Earth Observation,Long March 7,MEO,1519.6,True,3.13
MSN-0002281,France-COM-2012-2281,2012-09-21,2012,3,9,France,CNES,Communications,Shavit,LEO,2283.5,True,3.05
MSN-0002282,USA-COM-2023-2282,2023-06-27,2023,2,6,USA,Boeing,Communications,Long March 2,GEO,2389.6,True,5.76
MSN-0002283,Russia-EAR-2017-2283,2017-11-17,2017,4,11,Russia,ISS-Reshetnev,Earth Observation,Falcon Heavy,GEO,914.9,True,0.96
MSN-0002284,Russia-SCI-1998-2284,1998-05-15,1998,2,5,Russia,ISS-Reshetnev,Science,Proton-M,HEO,2180.6,True,4.73
MSN-0002285,Russia-SCI-2013-2285,2013-12-14,2013,4,12,Russia,Roscosmos,Science,Antares,MEO,2663.7,True,2.36
MSN-0002286,USA-MIL-2016-2286,2016-07-16,2016,3,7,USA,Boeing,Military Reconnaissance,H-IIA,LEO,2213.4,True,1.56
MSN-0002287,China-DEE-2013-2287,2013-07-07,2013,3,7,China,CASIC,Deep Space,Shavit,GEO,3189.7,True,4.87
MSN-0002288,Russia-WEA-1990-2288,1990-10-01,1990,4,10,Russia,Roscosmos,Weather,Long March 7,SSO,1592.9,True,1.98
MSN-0002289,Russia-SCI-2010-2289,2010-09-26,2010,3,9,Russia,Roscosmos,Science,NURI,LEO,3269.8,True,2.46
MSN-0002290,Germany-NAV-1987-2290,1987-08-03,1987,3,8,Germany,DLR,Navigation,Falcon 9,LEO,2902.1,True,4.89
MSN-0002291,Russia-NAV-1984-2291,1984-01-04,1984,1,1,Russia,Roscosmos,Navigation,Proton-M,GEO,1186.1,True,2.24
MSN-0002292,USA-TEC-2008-2292,2008-02-05,2008,1,2,USA,SpaceX,Technology Demonstration,Delta IV,Heliocentric,658.9,True,1.3
MSN-0002293,USA-WEA-1999-2293,1999-06-21,1999,2,6,USA,Boeing,Weather,Proton-M,SSO,1187.1,True,3.09
MSN-0002294,USA-WEA-1987-2294,1987-04-20,1987,2,4,USA,Northrop Grumman,Weather,Delta IV,LEO,50.0,False,0.13
MSN-0002295,China-MIL-1964-2295,1964-07-27,1964,3,7,China,CASC,Military Reconnaissance,H-IIA,LEO,4465.1,False,9.4
MSN-0002296,ESA-COM-1993-2296,1993-08-03,1993,3,8,ESA,ESA,Communications,H3,LEO,4329.1,False,6.62
MSN-0002297,Germany-COM-1995-2297,1995-10-04,1995,4,10,Germany,DLR,Communications,Falcon Heavy,LEO,4061.7,True,3.18
MSN-0002298,India-COM-2009-2298,2009-12-19,2009,4,12,India,ISRO,Communications,Falcon Heavy,MEO,5779.9,True,6.24
MSN-0002299,Brazil-EAR-2022-2299,2022-07-27,2022,3,7,Brazil,AEB,Earth Observation,Ariane 6,GEO,1838.7,True,2.21
MSN-0002300,Japan-SCI-2013-2300,2013-02-24,2013,1,2,Japan,MHI,Science,Falcon Heavy,GTO,3115.1,True,6.23
MSN-0002301,USA-SPA-2021-2301,2021-02-04,2021,1,2,USA,Rocket Lab,Space Station,Long March 5,LEO,17604.4,True,12.46
MSN-0002302,USA-DEE-2012-2302,2012-03-02,2012,1,3,USA,Boeing,Deep Space,Antares,GEO,5140.1,True,13.53
MSN-0002303,Israel-COM-2007-2303,2007-01-24,2007,1,1,Israel,ISA,Communications,Atlas V,SSO,3795.3,True,4.34
MSN-0002304,Germany-MIL-1994-2304,1994-05-05,1994,2,5,Germany,DLR,Military Reconnaissance,Falcon Heavy,LEO,3098.7,True,2.02
MSN-0002305,Russia-SPA-1978-2305,1978-10-04,1978,4,10,Russia,Roscosmos,Space Station,Vulcan Centaur,HEO,17591.0,False,46.41
MSN-0002306,Germany-WEA-1980-2306,1980-03-26,1980,1,3,Germany,DLR,Weather,Other,LEO,1337.6,True,4.0
MSN-0002307,USA-NAV-2020-2307,2020-03-17,2020,1,3,USA,Northrop Grumman,Navigation,GSLV,SSO,2298.8,True,3.79
MSN-0002308,China-COM-2021-2308,2021-12-03,2021,4,12,China,CASIC,Communications,H3,LEO,5462.7,True,9.43
MSN-0002309,USA-NAV-2009-2309,2009-04-18,2009,2,4,USA,Rocket Lab,Navigation,Atlas V,LEO,1558.6,False,4.62
MSN-0002310,USA-SCI-1993-2310,1993-04-21,1993,2,4,USA,NASA,Science,Antares,LEO,1221.1,True,0.84
MSN-0002311,USA-MIL-1988-2311,1988-01-14,1988,1,1,USA,Northrop Grumman,Military Reconnaissance,H3,GEO,5251.9,True,5.95
MSN-0002312,Russia-EAR-1995-2312,1995-11-16,1995,4,11,Russia,ISS-Reshetnev,Earth Observation,Angara,SSO,1390.7,True,1.68
MSN-0002313,ESA-EAR-2014-2313,2014-10-18,2014,4,10,ESA,Arianespace,Earth Observation,H3,MEO,1341.6,True,1.98
MSN-0002314,USA-SCI-2023-2314,2023-04-02,2023,2,4,USA,Rocket Lab,Science,Falcon 9,LEO,2884.7,True,6.5
MSN-0002315,Russia-NAV-2022-2315,2022-07-07,2022,3,7,Russia,Roscosmos,Navigation,Long March 3,LEO,331.8,True,0.54
MSN-0002316,ESA-NAV-1999-2316,1999-03-25,1999,1,3,ESA,Arianespace,Navigation,Shavit,LEO,1949.0,True,2.84
MSN-0002317,USA-EAR-1971-2317,1971-05-28,1971,2,5,USA,Boeing,Earth Observation,Shavit,HEO,1934.5,False,3.43
MSN-0002318,Canada-NAV-1985-2318,1985-01-26,1985,1,1,Canada,CSA,Navigation,Other,GEO,2365.1,False,6.37
MSN-0002319,USA-SCI-2018-2319,2018-07-18,2018,3,7,USA,Boeing,Science,H3,LEO,1469.2,True,1.23
MSN-0002320,USA-NAV-1984-2320,1984-09-24,1984,3,9,USA,Rocket Lab,Navigation,Delta IV,LEO,4119.0,False,3.72
MSN-0002321,USA-SCI-1985-2321,1985-09-05,1985,3,9,USA,SpaceX,Science,Angara,LEO,1661.3,True,2.32
MSN-0002322,China-SCI-1969-2322,1969-05-03,1969,2,5,China,GALACTIC ENERGY,Science,Falcon Heavy,MEO,2588.5,False,5.21
MSN-0002323,USA-COM-2017-2323,2017-12-04,2017,4,12,USA,SpaceX,Communications,Soyuz,LEO,8848.4,True,11.47
MSN-0002324,India-NAV-1982-2324,1982-11-17,1982,4,11,India,ISRO,Navigation,H-IIA,LEO,2290.7,False,2.8
MSN-0002325,China-MIL-1997-2325,1997-08-18,1997,3,8,China,CNSA,Military Reconnaissance,Falcon Heavy,GEO,2554.4,True,6.71
MSN-0002326,USA-COM-2010-2326,2010-12-11,2010,4,12,USA,SpaceX,Communications,Soyuz,LEO,5329.2,True,13.15
MSN-0002327,China-MIL-2022-2327,2022-05-10,2022,2,5,China,CASC,Military Reconnaissance,Ariane 6,GEO,4507.9,True,8.46
MSN-0002328,USA-SCI-2012-2328,2012-10-08,2012,4,10,USA,Boeing,Science,Falcon 9,LEO,1094.5,True,3.23
MSN-0002329,China-TEC-1967-2329,1967-04-15,1967,2,4,China,GALACTIC ENERGY,Technology Demonstration,GSLV,GEO,626.1,True,0.71
MSN-0002330,UK-COM-2014-2330,2014-10-19,2014,4,10,UK,OneWeb,Communications,Falcon 9,LEO,5745.0,True,16.63
MSN-0002331,UK-WEA-2009-2331,2009-05-23,2009,2,5,UK,OneWeb,Weather,Falcon 9,GEO,1084.3,True,2.18
MSN-0002332,Russia-SCI-2013-2332,2013-06-05,2013,2,6,Russia,Roscosmos,Science,PSLV,GEO,2960.3,True,4.27
MSN-0002333,ESA-COM-2001-2333,2001-04-08,2001,2,4,ESA,Arianespace,Communications,Ariane 5,MEO,2077.1,True,1.79
MSN-0002334,Russia-MIL-2000-2334,2000-09-03,2000,3,9,Russia,Roscosmos,Military Reconnaissance,Angara,GEO,7063.8,True,9.85
MSN-0002335,China-NAV-1986-2335,1986-12-13,1986,4,12,China,CASIC,Navigation,H3,GEO,1009.8,True,1.67
MSN-0002336,Japan-DEE-1985-2336,1985-01-18,1985,1,1,Japan,JAXA,Deep Space,Angara,GEO,751.4,True,2.07
MSN-0002337,USA-COM-1961-2337,1961-01-09,1961,1,1,USA,SpaceX,Communications,Atlas V,LEO,5680.4,True,16.22
MSN-0002338,Russia-EAR-2006-2338,2006-06-15,2006,2,6,Russia,Roscosmos,Earth Observation,Angara,SSO,1775.6,True,2.59
MSN-0002339,Japan-SCI-1998-2339,1998-03-09,1998,1,3,Japan,JAXA,Science,Electron,LEO,4622.3,True,9.48
MSN-0002340,Russia-SCI-1997-2340,1997-04-28,1997,2,4,Russia,Roscosmos,Science,Atlas V,LEO,2946.9,True,5.34
MSN-0002341,USA-COM-2021-2341,2021-03-20,2021,1,3,USA,Boeing,Communications,Long March 7,LEO,7530.3,True,6.74
MSN-0002342,Russia-SUP-2009-2342,2009-03-01,2009,1,3,Russia,Roscosmos,Supply/Resupply,Angara,LEO,6276.3,True,17.34
MSN-0002343,Russia-COM-1985-2343,1985-07-13,1985,3,7,Russia,Roscosmos,Communications,H3,LEO,7388.1,True,18.83
MSN-0002344,India-SUP-1980-2344,1980-04-19,1980,2,4,India,ISRO,Supply/Resupply,Electron,GEO,5054.9,True,2.62
MSN-0002345,USA-COM-2012-2345,2012-01-04,2012,1,1,USA,Northrop Grumman,Communications,H-IIA,LEO,5078.8,True,8.73
MSN-0002346,China-EAR-2011-2346,2011-03-23,2011,1,3,China,GALACTIC ENERGY,Earth Observation,H-IIA,GEO,2273.2,True,1.97
MSN-0002347,Japan-COM-2014-2347,2014-05-23,2014,2,5,Japan,JAXA,Communications,Ariane 6,LEO,4882.2,True,11.32
MSN-0002348,China-SCI-2021-2348,2021-04-01,2021,2,4,China,CASC,Science,Angara,SSO,960.5,True,0.81
MSN-0002349,USA-SUP-2011-2349,2011-08-15,2011,3,8,USA,ULA,Supply/Resupply,GSLV,MEO,7577.3,True,19.66
MSN-0002350,Russia-WEA-1980-2350,1980-05-25,1980,2,5,Russia,Roscosmos,Weather,Long March 3,LEO,1674.7,True,4.69
MSN-0002351,ESA-SUP-2001-2351,2001-07-23,2001,3,7,ESA,Arianespace,Supply/Resupply,Long March 7,LEO,6357.4,True,4.24
MSN-0002352,USA-SCI-2007-2352,2007-12-21,2007,4,12,USA,Rocket Lab,Science,Long March 2,LEO,2893.5,True,1.98
MSN-0002353,ESA-EAR-1981-2353,1981-02-22,1981,1,2,ESA,Arianespace,Earth Observation,Delta IV,LEO,652.1,True,1.35
MSN-0002354,Russia-NAV-1996-2354,1996-03-05,1996,1,3,Russia,ISS-Reshetnev,Navigation,Vulcan Centaur,GEO,1140.6,True,2.24
MSN-0002355,USA-EAR-2018-2355,2018-09-24,2018,3,9,USA,NASA,Earth Observation,Angara,GEO,1119.5,True,1.36
MSN-0002356,USA-COM-1966-2356,1966-01-24,1966,1,1,USA,SpaceX,Communications,Soyuz,LEO,6043.8,True,11.63
MSN-0002357,China-MIL-1983-2357,1983-04-23,1983,2,4,China,GALACTIC ENERGY,Military Reconnaissance,Other,LEO,5333.7,True,7.73
MSN-0002358,USA-SUP-2016-2358,2016-09-23,2016,3,9,USA,SpaceX,Supply/Resupply,Proton-M,LEO,9679.9,True,24.23
MSN-0002359,Russia-COM-1975-2359,1975-06-07,1975,2,6,Russia,Roscosmos,Communications,PSLV,LEO,7883.2,False,19.99
MSN-0002360,Japan-EAR-2001-2360,2001-05-06,2001,2,5,Japan,JAXA,Earth Observation,Long March 7,LEO,2275.8,True,6.1
MSN-0002361,Russia-CRE-2004-2361,2004-05-11,2004,2,5,Russia,ISS-Reshetnev,Crewed Mission,Long March 3,LEO,16343.8,False,35.66
MSN-0002362,USA-WEA-2010-2362,2010-07-09,2010,3,7,USA,Boeing,Weather,PSLV,LEO,846.4,True,0.76
MSN-0002363,USA-CRE-1993-2363,1993-06-27,1993,2,6,USA,Boeing,Crewed Mission,Delta IV,LEO,12728.4,True,24.78
MSN-0002364,Brazil-COM-1999-2364,1999-06-28,1999,2,6,Brazil,AEB,Communications,Delta IV,LEO,5602.6,True,13.53
MSN-0002365,India-MIL-2014-2365,2014-03-20,2014,1,3,India,ISRO,Military Reconnaissance,Soyuz,MEO,3182.9,True,3.64
MSN-0002366,France-DEE-1975-2366,1975-10-04,1975,4,10,France,Arianespace,Deep Space,Angara,LEO,1023.4,False,2.82
MSN-0002367,USA-WEA-1993-2367,1993-08-15,1993,3,8,USA,Rocket Lab,Weather,GSLV,Heliocentric,836.1,True,0.43
MSN-0002368,UK-SUP-2014-2368,2014-08-28,2014,3,8,UK,OneWeb,Supply/Resupply,Antares,LEO,4352.1,True,9.77
MSN-0002369,USA-EAR-1989-2369,1989-10-17,1989,4,10,USA,SpaceX,Earth Observation,Antares,LEO,344.1,False,0.84
MSN-0002370,USA-SCI-2020-2370,2020-12-02,2020,4,12,USA,NASA,Science,H-IIA,GEO,2197.5,True,5.04
MSN-0002371,Russia-COM-2015-2371,2015-01-13,2015,1,1,Russia,ISS-Reshetnev,Communications,Vulcan Centaur,LEO,5208.3,True,5.21
MSN-0002372,USA-SPA-2020-2372,2020-03-01,2020,1,3,USA,Northrop Grumman,Space Station,Falcon Heavy,SSO,24324.8,True,29.93
MSN-0002373,UK-EAR-2018-2373,2018-09-07,2018,3,9,UK,OneWeb,Earth Observation,Vulcan Centaur,Lunar,1863.1,True,1.04
MSN-0002374,India-EAR-2024-2374,2024-09-20,2024,3,9,India,ISRO,Earth Observation,Long March 5,GEO,3012.9,True,6.76
MSN-0002375,Russia-DEE-2011-2375,2011-05-20,2011,2,5,Russia,ISS-Reshetnev,Deep Space,Angara,SSO,4450.0,True,12.43
MSN-0002376,USA-TEC-1972-2376,1972-04-05,1972,2,4,USA,NASA,Technology Demonstration,Proton-M,GEO,216.2,False,0.6
MSN-0002377,South Korea-COM-2018-2377,2018-01-03,2018,1,1,South Korea,KARI,Communications,Delta IV,SSO,4749.8,True,8.8
MSN-0002378,USA-SUP-2015-2378,2015-10-21,2015,4,10,USA,NASA,Supply/Resupply,Falcon Heavy,LEO,8931.2,True,10.76
MSN-0002379,USA-EAR-2000-2379,2000-09-11,2000,3,9,USA,NASA,Earth Observation,Atlas V,GEO,1761.2,True,2.09
