record_id,mission_id,satellite_id,timestamp,country,mission_type,fuel_consumption_kg,energy_consumption_mwh,storage_usage_gb,bandwidth_usage_gbps,ground_station_hours,maintenance_hours,year
RES-0028319,MSN-0037867,SAT-0035851,2022-09-22,USA,Earth Observation,36.97,16.71,10219.9,38.69,81.2,32.5,2022
RES-0028320,MSN-0031502,SAT-0029812,2022-07-13,UK,Military Reconnaissance,1085.36,99.24,3041.7,10.49,63.1,30.3,2022
RES-0028321,MSN-0023878,SAT-0022613,1988-05-25,Russia,Technology Demonstration,148.34,25.19,3092.7,5.46,25.5,5.5,1988
RES-0028322,MSN-0003533,SAT-VIRT-16159,1960-07-28,USA,Supply/Resupply,1497.34,129.75,1190.0,11.14,27.9,35.7,1960
RES-0028323,MSN-0003201,SAT-0002991,2017-05-28,Russia,Technology Demonstration,123.55,19.48,1629.5,14.0,17.4,41.3,2017
RES-0028324,MSN-0052702,SAT-0049960,2011-04-06,UAE,Technology Demonstration,51.74,28.4,761.7,4.84,63.9,41.1,2011
RES-0028325,MSN-0021759,SAT-0020654,2006-01-25,Other,Weather,449.24,41.68,1708.3,18.51,20.5,17.0,2006
RES-0028326,MSN-0079830,SAT-0075307,2019-09-05,South Korea,Science,223.53,23.23,6758.9,47.13,146.1,32.0,2019
RES-0028327,MSN-0080286,SAT-0075721,2000-07-18,USA,Earth Observation,347.46,51.06,5055.3,40.07,157.0,28.5,2000
RES-0028328,MSN-0055708,SAT-0052713,2008-08-01,USA,Military Reconnaissance,752.96,157.05,2811.9,8.19,17.7,47.3,2008
RES-0028329,MSN-0005476,SAT-0005138,2023-10-10,France,Military Reconnaissance,855.94,137.38,1647.3,12.64,15.0,27.7,2023
RES-0028330,MSN-0093638,SAT-0088221,2013-09-23,ESA,Navigation,307.26,66.52,997.2,7.5,17.0,33.1,2013
RES-0028331,MSN-0034430,SAT-0032584,2020-11-02,Canada,Earth Observation,365.33,26.31,10716.6,29.71,219.9,28.1,2020
RES-0028332,MSN-0020506,SAT-VIRT-45038,1975-12-03,USA,Communications,1182.33,42.34,1396.2,6.2,24.1,38.4,1975
RES-0028333,MSN-0080097,SAT-VIRT-07845,2014-12-18,USA,Supply/Resupply,1210.79,129.0,1389.4,8.98,40.9,8.8,2014
RES-0028334,MSN-0057288,SAT-0054224,1999-06-03,USA,Earth Observation,88.83,21.1,10367.1,42.1,123.9,21.4,1999
RES-0028335,MSN-0030038,SAT-0028432,2021-06-10,Japan,Earth Observation,125.64,28.65,8633.3,3.37,46.3,14.5,2021
RES-0028336,MSN-0080149,SAT-0075592,2018-04-13,USA,Technology Demonstration,142.89,23.28,2618.0,9.62,26.9,11.6,2018
RES-0028337,MSN-0041031,SAT-VIRT-48614,1994-02-13,Germany,Weather,342.49,21.25,3577.5,28.96,51.7,46.2,1994
RES-0028338,MSN-0084049,SAT-0079261,2011-05-02,USA,Earth Observation,307.02,24.41,5124.4,5.36,233.4,47.4,2011
RES-0028339,MSN-0049870,SAT-0047189,2012-02-02,Japan,Space Station,3699.7,561.36,1654.7,2.9,14.0,20.2,2012
RES-0028340,MSN-0036262,SAT-0034363,2012-07-27,UAE,Communications,540.57,38.57,1951.1,10.87,46.8,46.7,2012
RES-0028341,MSN-0001676,SAT-0001592,2020-02-05,USA,Earth Observation,193.72,37.79,10296.8,43.54,194.3,25.6,2020
RES-0028342,MSN-0088508,SAT-VIRT-59751,2017-09-08,China,Navigation,382.58,35.84,2520.9,2.8,25.8,8.3,2017
RES-0028343,MSN-0079426,SAT-VIRT-60520,2010-02-04,Other,Crewed Mission,2810.05,147.25,3446.9,5.42,33.8,16.5,2010
RES-0028344,MSN-0038671,SAT-0036648,1985-11-11,USA,Communications,1338.63,60.15,2529.6,12.49,39.0,38.8,1985
RES-0028345,MSN-0013748,SAT-0013095,1989-10-11,Russia,Science,466.93,63.82,7865.1,23.15,193.2,34.2,1989
RES-0028346,MSN-0001959,SAT-0001859,1992-02-05,USA,Military Reconnaissance,394.16,33.87,2704.0,9.94,63.7,26.2,1992
RES-0028347,MSN-0093044,SAT-0087676,2015-04-19,USA,Technology Demonstration,71.22,27.53,2340.9,3.33,20.7,35.5,2015
RES-0028348,MSN-0009793,SAT-0009236,2006-02-23,USA,Communications,1106.85,37.1,2949.2,3.43,16.9,8.4,2006
RES-0028349,MSN-0002037,SAT-0001926,2001-01-25,USA,Navigation,242.43,38.65,3101.5,3.85,53.8,27.7,2001
RES-0028350,MSN-0071770,SAT-0067730,2014-11-26,Japan,Communications,867.29,64.09,3389.0,7.98,64.3,47.6,2014
RES-0028351,MSN-0052893,SAT-VIRT-47743,2001-01-13,USA,Crewed Mission,3581.24,320.96,3003.0,10.96,9.3,10.2,2001
RES-0028352,MSN-0020670,SAT-0019604,2019-10-13,Russia,Weather,232.11,52.08,5335.8,11.51,130.9,5.3,2019
RES-0028353,MSN-0057774,SAT-0054637,1992-05-25,Japan,Communications,911.17,45.62,2030.9,9.05,34.4,26.7,1992
RES-0028354,MSN-0019657,SAT-0018640,2016-12-14,China,Earth Observation,94.84,38.63,4817.6,7.79,129.0,22.9,2016
RES-0028355,MSN-0006886,SAT-0006401,1997-08-09,USA,Communications,1610.84,66.23,1309.4,12.02,58.4,23.4,1997
RES-0028356,MSN-0009409,SAT-0008872,2019-09-06,USA,Communications,105.37,28.3,2220.5,14.7,62.5,16.2,2019
RES-0028357,MSN-0039223,SAT-VIRT-98432,1994-02-25,China,Communications,379.11,52.31,1430.3,10.55,58.4,21.8,1994
RES-0028358,MSN-0098088,SAT-0092389,2002-11-17,USA,Earth Observation,118.55,28.77,3886.1,15.9,173.2,16.2,2002
RES-0028359,MSN-0040975,SAT-0038828,2020-02-01,Japan,Communications,568.41,122.43,1890.5,11.22,11.5,30.9,2020
RES-0028360,MSN-0032863,SAT-0031116,1994-02-28,USA,Navigation,839.89,81.83,2396.4,11.05,30.0,28.8,1994
RES-0028361,MSN-0051197,SAT-VIRT-61456,2004-12-03,USA,Earth Observation,306.43,24.64,11581.5,45.77,125.6,34.1,2004
RES-0028362,MSN-0064806,SAT-0061236,1989-01-28,USA,Science,456.1,50.21,11173.3,16.28,109.7,38.2,1989
RES-0028363,MSN-0086367,SAT-VIRT-47714,1986-01-21,ESA,Deep Space,631.1,53.86,1750.6,11.71,57.1,15.4,1986
RES-0028364,MSN-0018758,SAT-0017780,2024-07-18,Japan,Science,273.11,29.1,5321.4,12.8,231.9,20.8,2024
RES-0028365,MSN-0077022,SAT-0072722,2020-08-14,USA,Technology Demonstration,117.71,23.13,1426.3,12.71,43.8,5.5,2020
RES-0028366,MSN-0035126,SAT-0033258,2022-04-18,USA,Communications,919.47,100.3,2857.0,12.65,19.4,31.9,2022
RES-0028367,MSN-0015690,SAT-0014951,2022-02-12,USA,Earth Observation,470.16,48.8,10188.0,40.51,140.6,7.5,2022
RES-0028368,MSN-0059946,SAT-VIRT-61222,1982-08-16,Russia,Supply/Resupply,1507.11,192.38,3002.0,4.73,18.8,43.0,1982
RES-0028369,MSN-0004347,SAT-0004081,1986-11-05,China,Earth Observation,112.1,28.25,5689.1,47.55,224.0,26.1,1986
RES-0028370,MSN-0057435,SAT-0054359,2013-09-02,Russia,Science,123.33,32.31,4154.1,43.73,191.4,18.1,2013
RES-0028371,MSN-0001275,SAT-0001193,2000-07-15,China,Earth Observation,167.17,18.62,5965.8,38.86,115.6,47.8,2000
RES-0028372,MSN-0062819,SAT-0059366,2012-09-27,ESA,Earth Observation,227.41,21.15,2897.6,22.37,59.3,29.0,2012
RES-0028373,MSN-0001113,SAT-0001041,2001-07-16,Russia,Science,189.85,51.87,3949.0,43.5,100.6,25.7,2001
RES-0028374,MSN-0085260,SAT-VIRT-05803,1990-11-13,Russia,Earth Observation,331.94,60.54,2109.7,25.36,115.9,7.6,1990
RES-0028375,MSN-0090603,SAT-0085406,2015-03-07,USA,Earth Observation,136.64,29.86,7721.2,19.15,40.8,16.2,2015
RES-0028376,MSN-0087023,SAT-0082040,1984-11-13,USA,Science,371.63,65.21,7582.3,15.57,76.5,17.8,1984
RES-0028377,MSN-0093363,SAT-VIRT-65006,2013-08-22,France,Deep Space,1162.31,73.32,2757.0,4.98,9.0,47.8,2013
RES-0028378,MSN-0044274,SAT-0041968,2024-02-15,Russia,Communications,1878.49,106.37,943.0,14.63,66.9,25.2,2024
RES-0028379,MSN-0035921,SAT-0034026,2006-06-22,Russia,Earth Observation,73.74,29.76,5750.8,22.45,69.1,9.1,2006
RES-0028380,MSN-0099958,SAT-0094120,2016-01-08,China,Communications,1073.7,76.95,3160.2,5.95,23.4,27.6,2016
RES-0028381,MSN-0087940,SAT-0082860,1996-11-19,China,Science,810.07,89.88,5715.1,11.46,218.2,29.3,1996
RES-0028382,MSN-0052858,SAT-0050110,2014-07-03,USA,Military Reconnaissance,1137.64,56.0,1937.4,13.66,17.7,5.9,2014
RES-0028383,MSN-0032777,SAT-0031041,2008-04-20,USA,Weather,205.64,32.23,6152.2,16.26,35.0,28.7,2008
RES-0028384,MSN-0098699,SAT-0092942,2011-07-12,USA,Science,278.03,20.85,7030.6,45.84,95.6,10.9,2011
RES-0028385,MSN-0048481,SAT-0045855,2009-06-17,USA,Earth Observation,109.64,17.61,7615.0,7.88,230.1,8.4,2009
RES-0028386,MSN-0049600,SAT-0046929,1979-05-02,USA,Navigation,376.65,53.27,3332.6,10.41,57.1,37.4,1979
RES-0028387,MSN-0040955,SAT-0038803,2003-08-07,Japan,Communications,1765.51,111.09,3285.6,11.4,10.5,28.5,2003
RES-0028388,MSN-0023819,SAT-0022557,2004-01-28,USA,Earth Observation,171.06,31.04,3978.6,41.62,230.0,30.6,2004
RES-0028389,MSN-0063792,SAT-0060317,2016-08-22,USA,Communications,771.36,100.79,3348.3,11.52,19.8,22.0,2016
RES-0028390,MSN-0013539,SAT-0012908,2004-08-15,USA,Science,266.28,51.31,6018.7,37.84,113.2,26.7,2004
RES-0028391,MSN-0039830,SAT-0037752,2014-02-21,USA,Communications,930.3,146.32,2392.0,11.47,59.5,40.2,2014
RES-0028392,MSN-0067246,SAT-0063508,2013-05-21,Germany,Weather,136.99,40.69,3579.2,6.0,50.2,9.1,2013
RES-0028393,MSN-0031998,SAT-0030257,2013-09-07,USA,Earth Observation,759.32,45.22,2484.5,47.88,190.3,26.9,2013
RES-0028394,MSN-0094178,SAT-0088706,2007-12-20,ESA,Communications,669.48,83.42,1025.6,5.74,16.5,13.9,2007
RES-0028395,MSN-0039324,SAT-0037289,2015-11-24,ESA,Communications,237.21,34.76,1422.8,8.58,38.4,7.7,2015
RES-0028396,MSN-0085177,SAT-0080298,2022-12-04,USA,Communications,458.67,56.2,1618.5,12.8,15.6,47.6,2022
RES-0028397,MSN-0003207,SAT-0002996,2013-08-15,Japan,Technology Demonstration,134.91,16.19,585.2,10.17,29.4,45.3,2013
RES-0028398,MSN-0074010,SAT-0069908,2016-10-18,USA,Earth Observation,402.23,36.23,9802.1,24.07,175.9,27.4,2016
RES-0028399,MSN-0051331,SAT-0048578,2014-12-02,UK,Weather,137.23,23.4,3648.0,21.62,86.1,26.6,2014
RES-0028400,MSN-0074654,SAT-0070552,2021-03-12,USA,Weather,123.41,23.34,4675.9,4.76,85.0,45.4,2021
RES-0028401,MSN-0031678,SAT-VIRT-71116,1987-01-15,USA,Science,183.63,28.44,1864.4,44.92,143.4,15.5,1987
RES-0028402,MSN-0042603,SAT-0040433,1978-03-09,India,Science,553.03,43.69,3211.1,5.68,40.9,9.0,1978
RES-0028403,MSN-0075244,SAT-0071068,2024-01-21,China,Technology Demonstration,105.58,17.19,2217.8,13.71,46.8,43.1,2024
RES-0028404,MSN-0034499,SAT-0032645,1991-12-18,India,Navigation,184.86,26.58,3014.8,14.01,57.6,4.8,1991
RES-0028405,MSN-0035003,SAT-0033146,1989-06-28,India,Science,497.19,31.98,8102.2,7.9,131.7,6.6,1989
RES-0028406,MSN-0053815,SAT-0050961,1984-05-20,India,Navigation,118.87,37.51,1878.9,1.05,39.2,44.5,1984
RES-0028407,MSN-0019905,SAT-VIRT-63903,1979-10-03,China,Crewed Mission,4492.85,291.04,2419.5,3.86,27.4,22.4,1979
RES-0028408,MSN-0042516,SAT-0040360,2018-09-14,Russia,Communications,466.32,59.48,2893.8,12.3,16.7,41.9,2018
RES-0028409,MSN-0008166,SAT-VIRT-63287,1971-06-15,ESA,Supply/Resupply,1102.07,189.04,2022.5,7.43,52.0,18.2,1971
RES-0028410,MSN-0067574,SAT-0063800,1994-11-12,Russia,Earth Observation,116.84,13.05,4530.2,11.92,216.6,15.0,1994
RES-0028411,MSN-0034645,SAT-0032790,2003-05-15,USA,Military Reconnaissance,439.98,59.1,2637.8,1.98,50.7,29.9,2003
RES-0028412,MSN-0033071,SAT-0031312,2017-11-18,ESA,Military Reconnaissance,519.66,107.07,1199.0,2.59,27.7,23.0,2017
RES-0028413,MSN-0089428,SAT-0084231,1981-10-10,USA,Earth Observation,547.21,39.0,4096.4,42.89,193.6,42.6,1981
RES-0028414,MSN-0040601,SAT-0038461,2023-01-28,USA,Weather,232.19,41.83,4053.6,14.17,107.5,11.7,2023
RES-0028415,MSN-0016616,SAT-VIRT-25111,1972-05-09,USA,Earth Observation,130.4,25.36,9546.9,35.6,184.9,16.6,1972
RES-0028416,MSN-0037666,SAT-0035667,1983-03-17,Other,Science,295.0,32.94,5780.9,37.82,39.4,18.6,1983
RES-0028417,MSN-0099203,SAT-0093417,2007-08-11,Russia,Weather,223.74,34.68,1988.9,25.27,67.3,47.1,2007
RES-0028418,MSN-0015828,SAT-0015103,2016-04-11,USA,Military Reconnaissance,726.4,116.76,2774.9,13.75,47.8,8.9,2016
RES-0028419,MSN-0023370,SAT-VIRT-42085,2004-09-07,Russia,Crewed Mission,1939.54,131.23,1904.4,2.31,49.2,32.6,2004
RES-0028420,MSN-0070053,SAT-0066100,1997-05-09,Brazil,Science,274.49,18.56,3515.1,9.49,156.4,9.8,1997
RES-0028421,MSN-0030980,SAT-0029279,2020-08-07,USA,Military Reconnaissance,1033.07,104.78,2340.1,9.01,42.0,42.4,2020
RES-0028422,MSN-0011679,SAT-0011035,2016-06-09,USA,Earth Observation,200.76,43.39,10292.3,37.37,224.3,9.0,2016
RES-0028423,MSN-0012823,SAT-VIRT-91637,1983-06-06,China,Navigation,410.62,57.65,3285.3,12.1,29.5,14.6,1983
RES-0028424,MSN-0060952,SAT-0057634,1999-11-05,China,Technology Demonstration,100.78,31.93,2710.2,3.27,13.7,34.7,1999
RES-0028425,MSN-0077196,SAT-0072886,2018-03-04,Japan,Earth Observation,132.31,24.31,4343.8,45.69,104.1,19.7,2018
RES-0028426,MSN-0049820,SAT-0047144,1998-07-25,Russia,Technology Demonstration,185.02,38.59,2628.5,13.87,53.2,21.1,1998
RES-0028427,MSN-0052925,SAT-VIRT-87624,2017-07-21,Russia,Earth Observation,328.67,39.61,9744.0,18.44,231.9,26.5,2017
RES-0028428,MSN-0005999,SAT-0005626,1968-02-25,Japan,Earth Observation,232.08,27.23,11240.6,43.18,211.6,6.6,1968
RES-0028429,MSN-0097474,SAT-0091815,2015-07-06,France,Earth Observation,259.59,42.86,11326.9,30.34,116.4,28.2,2015
RES-0028430,MSN-0052912,SAT-0050157,2000-12-27,Russia,Science,426.04,47.59,8457.8,4.53,149.2,24.4,2000
RES-0028431,MSN-0071078,SAT-0067082,2005-06-21,Russia,Navigation,347.79,68.09,2217.0,1.47,60.7,19.9,2005
RES-0028432,MSN-0071732,SAT-0067697,2021-01-12,UK,Science,79.32,24.76,3601.7,9.29,152.2,39.6,2021
RES-0028433,MSN-0059408,SAT-0056188,1979-04-26,Russia,Navigation,374.75,36.18,1413.1,12.42,54.6,11.5,1979
RES-0028434,MSN-0010775,SAT-0010189,1967-08-03,Russia,Earth Observation,107.45,27.99,3855.2,42.57,85.1,14.1,1967
RES-0028435,MSN-0036209,SAT-0034312,2005-08-03,USA,Communications,883.8,113.96,1968.4,14.14,27.7,26.5,2005
RES-0028436,MSN-0026690,SAT-0025254,2010-11-24,China,Navigation,432.71,56.86,3441.5,6.41,48.6,21.0,2010
RES-0028437,MSN-0073005,SAT-0068968,1996-01-23,USA,Science,315.9,46.29,6845.2,24.0,70.4,24.7,1996
RES-0028438,MSN-0095546,SAT-0089996,2007-08-17,ESA,Communications,1125.82,148.35,890.8,3.44,33.0,7.0,2007
RES-0028439,MSN-0041497,SAT-0039344,2007-12-12,China,Science,353.59,32.75,7489.6,24.58,187.5,28.1,2007
RES-0028440,MSN-0071472,SAT-VIRT-56686,1977-12-28,China,Earth Observation,387.73,58.64,6506.7,25.14,200.8,25.4,1977
RES-0028441,MSN-0027601,SAT-0026094,2008-09-20,USA,Communications,677.86,62.5,525.3,12.22,24.7,37.6,2008
RES-0028442,MSN-0014257,SAT-0013582,1996-04-15,USA,Science,290.57,24.8,8152.3,51.46,130.3,30.5,1996
RES-0028443,MSN-0045125,SAT-VIRT-25640,1975-05-26,USA,Military Reconnaissance,781.55,30.64,2863.3,8.1,38.3,9.7,1975
RES-0028444,MSN-0099746,SAT-0093929,2001-08-04,USA,Military Reconnaissance,698.22,47.22,1009.9,11.63,28.2,27.6,2001
RES-0028445,MSN-0049629,SAT-0046958,1989-01-25,China,Navigation,656.58,56.16,2735.0,11.72,24.3,10.0,1989
RES-0028446,MSN-0090723,SAT-VIRT-51006,2008-09-06,China,Communications,733.87,78.68,3025.3,6.47,62.9,46.2,2008
RES-0028447,MSN-0086925,SAT-0081957,2006-03-21,USA,Navigation,329.77,47.44,2726.7,4.73,48.8,35.9,2006
RES-0028448,MSN-0072201,SAT-0068181,1997-11-18,China,Communications,1475.65,122.0,1282.4,10.35,30.3,6.8,1997
RES-0028449,MSN-0088286,SAT-VIRT-97366,1995-11-08,USA,Supply/Resupply,2202.72,144.08,1221.3,11.57,29.6,10.5,1995
RES-0028450,MSN-0071276,SAT-0067257,1984-03-18,China,Communications,810.72,55.04,969.4,7.97,36.0,5.6,1984
RES-0028451,MSN-0059361,SAT-0056141,1998-04-15,ESA,Communications,831.04,101.3,3251.8,2.65,29.0,20.8,1998
RES-0028452,MSN-0084706,SAT-VIRT-98295,2006-10-06,UK,Crewed Mission,1528.52,256.79,774.8,7.52,37.8,29.3,2006
RES-0028453,MSN-0042106,SAT-0039971,2016-03-01,Russia,Technology Demonstration,68.0,29.17,1860.9,13.41,50.5,45.3,2016
RES-0028454,MSN-0078522,SAT-0074119,2010-11-22,India,Military Reconnaissance,495.33,42.08,1617.4,9.59,20.9,8.9,2010
RES-0028455,MSN-0080417,SAT-0075855,1995-01-26,France,Communications,772.18,61.11,3081.3,6.53,18.7,12.4,1995
RES-0028456,MSN-0061259,SAT-0057913,1974-12-03,USA,Earth Observation,799.1,90.89,9946.0,38.41,130.0,19.6,1974
RES-0028457,MSN-0001202,SAT-0001125,2024-11-19,China,Communications,765.56,139.32,2540.3,5.91,36.8,20.7,2024
RES-0028458,MSN-0066019,SAT-0062358,2020-11-04,Germany,Technology Demonstration,81.0,22.32,752.5,3.53,22.7,47.1,2020
RES-0028459,MSN-0094787,SAT-VIRT-41683,1969-06-11,France,Deep Space,434.09,55.46,1624.7,8.64,41.6,45.5,1969
RES-0028460,MSN-0020479,SAT-0019437,1997-06-07,USA,Technology Demonstration,121.34,31.29,845.8,1.1,47.1,46.4,1997
RES-0028461,MSN-0023478,SAT-VIRT-28512,1988-07-09,India,Science,316.57,60.3,10467.3,20.34,211.0,18.4,1988
RES-0028462,MSN-0085509,SAT-0080613,1997-09-08,USA,Earth Observation,247.33,34.36,4920.2,18.4,66.3,9.5,1997
RES-0028463,MSN-0023009,SAT-0021838,2016-01-13,Brazil,Space Station,2321.78,319.9,2793.8,6.5,14.5,35.5,2016
RES-0028464,MSN-0062436,SAT-0059009,2006-06-10,China,Earth Observation,118.08,41.64,2473.9,11.05,108.4,47.6,2006
RES-0028465,MSN-0089047,SAT-VIRT-80246,2002-01-28,Japan,Earth Observation,854.67,78.42,9063.6,27.91,52.8,8.2,2002
RES-0028466,MSN-0026766,SAT-0025335,2012-10-05,China,Navigation,401.53,50.33,2124.8,4.09,63.7,35.8,2012
RES-0028467,MSN-0096237,SAT-0090634,2024-04-21,Japan,Military Reconnaissance,241.08,34.09,3198.1,11.21,38.5,19.6,2024
RES-0028468,MSN-0054836,SAT-0051925,2012-10-23,India,Science,405.23,54.58,7011.7,18.19,112.7,23.9,2012
RES-0028469,MSN-0045751,SAT-0043337,2019-01-27,USA,Technology Demonstration,206.79,41.69,1740.0,8.53,12.1,12.4,2019
RES-0028470,MSN-0083165,SAT-0078430,2019-07-05,ESA,Technology Demonstration,106.19,17.17,2880.4,11.0,52.0,13.5,2019
RES-0028471,MSN-0039219,SAT-0037193,2009-08-18,Russia,Earth Observation,44.65,16.24,6694.1,29.59,207.4,11.0,2009
RES-0028472,MSN-0035553,SAT-0033669,1966-07-07,Japan,Earth Observation,283.32,44.17,1787.8,50.73,219.4,8.9,1966
RES-0028473,MSN-0037025,SAT-0035085,1968-11-14,USA,Science,221.31,37.01,5344.7,28.37,88.6,11.3,1968
RES-0028474,MSN-0051253,SAT-0048500,2012-02-16,Japan,Communications,1690.77,186.04,1401.3,13.56,25.8,11.6,2012
RES-0028475,MSN-0041516,SAT-0039364,2002-12-24,USA,Earth Observation,449.88,45.49,6525.1,44.87,124.1,15.7,2002
RES-0028476,MSN-0019532,SAT-0018517,1974-09-18,China,Navigation,61.56,27.33,963.0,6.3,64.5,39.7,1974
RES-0028477,MSN-0006368,SAT-VIRT-77786,1984-09-14,USA,Communications,1107.09,88.24,2482.4,6.4,40.6,29.3,1984
RES-0028478,MSN-0015568,SAT-VIRT-04800,2006-11-23,France,Supply/Resupply,1543.4,119.92,2273.0,10.72,64.1,37.6,2006
RES-0028479,MSN-0041398,SAT-0039252,1986-04-12,South Korea,Earth Observation,563.44,48.83,4946.7,19.59,78.8,34.7,1986
RES-0028480,MSN-0013553,SAT-0012923,2013-10-21,Japan,Earth Observation,116.71,29.95,5733.6,34.37,68.8,41.9,2013
RES-0028481,MSN-0065981,SAT-0062323,2014-11-27,Russia,Military Reconnaissance,224.35,49.67,3076.9,3.87,13.9,34.2,2014
RES-0028482,MSN-0027809,SAT-0026311,1984-01-20,USA,Earth Observation,283.68,21.16,3721.5,8.78,38.5,22.7,1984
RES-0028483,MSN-0047049,SAT-0044521,2005-10-05,Other,Science,465.44,64.98,4060.5,17.34,132.8,33.6,2005
RES-0028484,MSN-0038645,SAT-0036624,2024-12-04,Russia,Communications,782.78,49.83,898.7,13.66,54.1,19.7,2024
RES-0028485,MSN-0077991,SAT-0073613,2007-03-03,USA,Technology Demonstration,124.63,34.89,943.4,13.19,49.7,17.0,2007
RES-0028486,MSN-0038802,SAT-0036779,2023-02-19,Russia,Technology Demonstration,155.66,27.41,3401.5,3.2,9.0,7.5,2023
RES-0028487,MSN-0045938,SAT-0043528,1991-11-19,Japan,Communications,525.94,94.21,1811.8,3.88,57.4,28.8,1991
RES-0028488,MSN-0084079,SAT-VIRT-30868,1982-03-08,China,Earth Observation,373.29,55.36,3054.9,16.13,47.4,11.5,1982
RES-0028489,MSN-0076053,SAT-0071795,2024-08-22,France,Weather,275.19,36.07,5166.2,25.2,19.8,27.3,2024
RES-0028490,MSN-0025726,SAT-0024343,2016-04-16,Other,Navigation,396.21,53.59,1501.1,3.18,23.3,21.6,2016
RES-0028491,MSN-0040288,SAT-0038182,1996-05-01,Germany,Earth Observation,927.97,89.69,4644.9,7.37,56.5,10.3,1996
RES-0028492,MSN-0004103,SAT-0003862,2003-04-13,Russia,Navigation,207.54,42.97,978.1,4.61,12.6,38.2,2003
RES-0028493,MSN-0044276,SAT-0041970,2021-08-27,USA,Science,294.62,49.91,9562.5,48.1,36.3,5.3,2021
RES-0028494,MSN-0091302,SAT-0086070,1993-09-19,China,Science,318.51,36.1,10267.1,4.35,39.9,6.5,1993
RES-0028495,MSN-0094679,SAT-0089176,1984-11-19,Other,Navigation,559.72,107.61,2182.2,4.73,34.2,45.7,1984
RES-0028496,MSN-0086273,SAT-0081306,2006-12-19,China,Earth Observation,138.39,30.85,5826.4,10.76,100.9,40.2,2006
RES-0028497,MSN-0070799,SAT-VIRT-13478,1999-06-28,France,Communications,633.15,129.23,634.4,13.19,61.3,26.0,1999
RES-0028498,MSN-0002056,SAT-0001945,1981-01-04,France,Science,330.19,54.0,2444.6,25.56,231.7,45.5,1981
RES-0028499,MSN-0032624,SAT-0030884,2008-11-17,Russia,Science,262.59,55.45,5094.3,49.06,113.4,13.5,2008
RES-0028500,MSN-0090458,SAT-0085258,2019-11-03,ESA,Communications,454.89,70.86,516.1,7.36,45.8,42.0,2019
RES-0028501,MSN-0034382,SAT-VIRT-78915,1986-09-25,China,Communications,351.04,53.33,2075.1,12.96,43.2,5.6,1986
RES-0028502,MSN-0051594,SAT-0048852,2012-01-04,USA,Communications,1562.09,93.45,1492.0,1.48,9.0,13.2,2012
RES-0028503,MSN-0058896,SAT-0055699,2019-12-11,USA,Communications,479.59,61.64,2496.2,12.82,31.2,37.2,2019
RES-0028504,MSN-0056288,SAT-VIRT-69428,2024-03-11,Russia,Supply/Resupply,1688.1,93.22,3272.2,8.16,55.5,25.5,2024
RES-0028505,MSN-0078560,SAT-0074161,2008-06-02,USA,Earth Observation,271.95,59.51,7621.1,19.07,82.0,25.0,2008
RES-0028506,MSN-0065709,SAT-VIRT-38681,1994-10-28,South Korea,Communications,439.51,103.43,3013.8,4.09,59.9,27.7,1994
RES-0028507,MSN-0060040,SAT-0056785,2017-11-13,China,Earth Observation,81.77,24.46,4537.4,17.62,55.4,22.2,2017
RES-0028508,MSN-0068843,SAT-VIRT-86269,1969-03-15,USA,Communications,604.68,85.09,2820.8,12.45,14.8,16.1,1969
RES-0028509,MSN-0096954,SAT-0091329,1993-03-19,USA,Earth Observation,103.39,19.62,2890.5,21.97,112.9,34.7,1993
RES-0028510,MSN-0009042,SAT-VIRT-52100,1979-05-03,Japan,Navigation,604.93,48.0,1714.3,11.4,37.2,39.3,1979
RES-0028511,MSN-0023260,SAT-0022057,1977-10-20,China,Communications,1141.9,86.51,1047.3,8.58,53.6,7.4,1977
RES-0028512,MSN-0040849,SAT-0038714,2023-01-04,USA,Science,441.38,68.28,7821.7,41.07,30.5,14.0,2023
RES-0028513,MSN-0038038,SAT-0036048,2016-04-25,USA,Navigation,774.02,45.45,1763.7,5.59,42.6,29.9,2016
RES-0028514,MSN-0045904,SAT-VIRT-68725,2005-04-25,China,Supply/Resupply,1031.72,109.72,2192.9,8.32,34.7,22.9,2005
RES-0028515,MSN-0014230,SAT-0013560,2012-01-23,ESA,Science,184.63,51.75,10965.6,50.7,101.2,36.0,2012
RES-0028516,MSN-0027861,SAT-0026367,1988-04-14,USA,Earth Observation,284.14,51.72,3170.7,40.63,57.2,14.9,1988
RES-0028517,MSN-0087231,SAT-0082246,1970-09-12,USA,Navigation,123.73,35.73,1372.7,5.69,30.9,15.3,1970
RES-0028518,MSN-0020807,SAT-VIRT-88817,2014-11-10,China,Supply/Resupply,1670.41,112.05,1219.0,4.91,24.2,31.3,2014
RES-0028519,MSN-0006009,SAT-0005636,2022-09-19,USA,Earth Observation,334.27,36.47,10470.2,26.18,201.6,45.7,2022
RES-0028520,MSN-0002221,SAT-0002096,2016-03-14,Russia,Communications,607.85,70.9,1625.2,13.13,35.0,5.8,2016
RES-0028521,MSN-0039591,SAT-0037536,2002-09-16,UK,Communications,997.03,84.15,2778.9,1.12,47.5,19.5,2002
RES-0028522,MSN-0067610,SAT-0063844,2019-12-25,ESA,Earth Observation,647.56,47.8,5556.4,45.17,149.7,44.9,2019
